R_kpc,r_frac,chi_raw,chi_smooth,chi_used,mask_outer,L_adapt_kpc,L_eff_kpc,galaxy,L0_kpc,alpha,sigma_idx,taper_on,taper_r0,taper_k,mu,kernel,Rd_star_kpc
0.18754999339580533,0.01694915384336278,1.0859657127448985e-06,0.13167474755795724,1.0859657127448985e-06,1.8551666667466157e-24,199.99934869615996,199.99934869615996,IC2574,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,2.78
0.5626499652862549,0.050847460183449676,0.38468800504340933,0.34798360981680077,0.38468800504340933,2.7933845292145246e-23,92.86863357001477,92.86863357001477,IC2574,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,2.78
0.9377499818801882,0.0847457705634526,0.6669465828666423,0.5292193683833284,0.6669465828666423,4.2060909080561834e-22,66.66666666666667,66.66666666666667,IC2574,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,2.78
1.312849998474121,0.11864408094345548,0.5649178334144083,0.5734654752570132,0.5649178334144083,6.3332493402930714e-21,74.23788641942393,74.23788641942393,IC2574,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,2.78
1.6879498958587646,0.15254238055034902,0.580133627976107,0.5285177543561974,0.580133627976107,9.53617349561279e-20,73.00148112907995,73.00148112907995,IC2574,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,2.78
2.063049793243408,0.18644068015724258,0.45478815851502896,0.41541504357439074,0.45478815851502896,1.435891752435267e-18,84.60981859639884,84.60981859639884,IC2574,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,2.78
2.438149929046631,0.22033900131035483,0.22563444695075746,0.2601786228935352,0.22563444695075746,2.1620712747697842e-17,119.28766802517119,119.28766802517119,IC2574,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,2.78
2.813250064849853,0.25423732246346703,0.09820853117382645,0.132496800446305,0.09820853117382645,3.2555045944490935e-16,154.49957536748022,154.49957536748022,IC2574,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,2.78
3.1883497238159175,0.2881356005241419,0.04417691843755303,0.061745366949674765,0.04417691843755303,4.901907606681153e-15,176.6043194030487,176.6043194030488,IC2574,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,2.78
3.5634498596191406,0.3220339216772542,0.010369863456924259,0.04105710542567466,0.010369863456924259,7.380969777147518e-14,193.96825947561217,193.9682594756126,IC2574,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,2.78
3.938549757003784,0.35593222128414775,0.05784752130882137,0.059918755559227196,0.05784752130882137,1.1113759237753901e-12,170.43473312678645,170.43473312681934,IC2574,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,2.78
4.313649654388428,0.3898305208910413,0.09750122983599965,0.09556385129024933,0.09750122983599965,1.673433818620683e-11,154.75313503506626,154.75313503582342,IC2574,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,2.78
4.6887497901916495,0.42372884204415345,0.13137402564203077,0.1300040820359567,0.13137402564203077,2.5197464798308525e-10,143.47648321664508,143.47648323088757,IC2574,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,2.78
5.063849925994873,0.4576271631972658,0.17520331063430802,0.15151611804357779,0.17520331063430802,3.79406835871029e-09,131.11406739678796,131.1140676581459,IC2574,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,2.78
5.4389495849609375,0.4915254412579406,0.14216991272227278,0.1602322857448254,0.14216991272227278,5.7128383684731674e-08,140.21993314309364,140.21993655823223,IC2574,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,2.78
5.81404972076416,0.5254237624110529,0.16326279318186307,0.18256881753172327,0.16326279318186307,8.602009025909063e-07,134.2657808689937,134.26583741362833,IC2574,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,2.78
6.189149856567383,0.5593220835641651,0.2388516810406359,0.22063443791542506,0.2388516810406359,1.2952182293636694e-05,116.53284671183746,116.53392779362238,IC2574,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,2.78
6.564249992370605,0.5932204047172773,0.2601649178539983,0.24277112418725422,0.2601649178539983,0.00019498993198827433,112.34899850320143,112.366089566022,IC2574,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,2.78
6.93934965133667,0.6271186827779522,0.25123646193776505,0.23273566780153904,0.25123646193776505,0.002927994190759216,114.0645557939521,114.31617427536771,IC2574,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,2.78
7.314449787139891,0.6610170039310643,0.18754787111271767,0.20845898170758417,0.18754787111271767,0.04234490072746854,128.00758026939243,131.05609213601525,IC2574,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,2.78
7.689549446105957,0.6949152819917394,0.17190115407580442,0.21206123854836223,0.17190115407580442,0.39968508156032434,131.9707770729771,159.16104258704974,IC2574,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,2.78
8.06464958190918,0.7288136031448517,0.27394661294375283,0.24937664881523056,0.27394661294375283,0.9092975699693291,109.79992227133462,191.81863376105466,IC2574,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,2.78
8.439748764038086,0.7627118381130891,0.2923421144486652,0.2782801047724083,0.2923421144486652,0.9934188772850908,106.57241362198302,199.38514158908848,IC2574,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,2.78
8.814849853515625,0.7966102454510762,0.2798462934668371,0.2868787693413849,0.2798462934668371,0.9995602303550983,108.74372827588964,199.95986826178884,IC2574,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,2.78
9.189949035644531,0.8305084804193136,0.3008838456828801,0.28699188147277055,0.3008838456828801,0.9999707814755976,105.13739719215476,199.997228254725,IC2574,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,2.78
9.56505012512207,0.8644068877573007,0.276058473471261,0.27744928183660794,0.276058473471261,0.9999980594768594,109.41949563055964,199.99982422643518,IC2574,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,2.78
9.940149307250977,0.8983051227255381,0.2660061877551694,0.2621857036752231,0.2660061877551694,0.9999998711233313,111.25428075861434,199.99998856274735,IC2574,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,2.78
10.315250396728516,0.9322035300635252,0.23115690088826277,0.25527812841007336,0.23115690088826277,0.9999999914409995,118.12095632441566,199.9999992991972,IC2574,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,2.78
10.69034957885742,0.9661017650317624,0.26710817643589296,0.269399783726049,0.26710817643589296,0.9999999994315689,111.05014366042346,199.99999994943815,IC2574,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,2.78
11.065448760986328,1.0,0.30373068949725285,0.29077985323866584,0.30373068949725285,0.9999999999622486,104.66767359058744,199.99999999640107,IC2574,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,2.78
