R_kpc,r_frac,chi_raw,chi_smooth,chi_used,mask_outer,L_adapt_kpc,L_eff_kpc,galaxy,L0_kpc,alpha,sigma_idx,taper_on,taper_r0,taper_k,mu,kernel,Rd_star_kpc
0.2874666750431061,0.016949153227366353,6.774501100312417e-07,0.25834915436124556,6.774501100312417e-07,1.8551665753245244e-24,199.99970793268199,199.99970793268199,UGC06983,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,3.21
0.8624000549316406,0.05084746143925623,0.8534973482555407,0.5867035118092425,0.8534973482555407,2.79338480985061e-23,70.4266706772055,70.4266706772055,UGC06983,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,3.21
1.437333345413208,0.0847457643796746,0.9277985984247884,0.6813318130129349,0.9277985984247884,4.2060888272941264e-22,66.66666666666667,66.66666666666667,UGC06983,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,3.21
2.0122666358947754,0.11864406732009297,0.3851107188300261,0.4802138200619268,0.3851107188300261,6.333242437884739e-21,109.2800530863031,109.2800530863031,UGC06983,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,3.21
2.5872001647949214,0.15254238431776868,0.20207273262176875,0.260861674118748,0.20207273262176875,9.536176369754729e-20,139.3149492884146,139.3149492884146,UGC06983,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,3.21
3.16213321685791,0.18644067320092972,0.12871940547539548,0.13747483218279705,0.12871940547539548,1.4358909533545085e-18,156.55911483819634,156.55911483819634,UGC06983,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,3.21
3.7370667457580566,0.22033899019860542,0.03135143080296149,0.08248812360202196,0.03135143080296149,2.16206935281909e-17,187.33916826251243,187.33916826251243,UGC06983,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,3.21
4.312000274658203,0.2542373071962811,0.07379644999585966,0.08785246316521547,0.07379644999585966,3.2555006182600333e-16,172.55085237161592,172.55085237161592,UGC06983,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,3.21
4.886933326721192,0.2881355960794422,0.13920412519618242,0.12327397056815212,0.13920412519618242,4.901905863680908e-15,153.83739519214615,153.83739519214637,UGC06983,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,3.21
5.461866855621338,0.3220339130771179,0.1579293612574977,0.1510288395601504,0.1579293612574977,7.38096469896158e-14,149.20486259409253,149.20486259409626,UGC06983,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,3.21
6.036800384521484,0.35593223007479363,0.15580918268137625,0.17381425701691672,0.15580918268137625,1.1113767053526376e-12,149.7153299547432,149.7153299547991,UGC06983,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,3.21
6.611733436584473,0.3898305189579546,0.21044589204281747,0.20726656057326037,0.21044589204281747,1.6734335598292885e-11,137.5851137453511,137.58511374639556,UGC06983,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,3.21
7.186666488647461,0.42372880784111566,0.2478853638069136,0.2428797326106858,0.2478853638069136,2.5197395852015633e-10,130.3482143727535,130.34821439030392,UGC06983,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,3.21
7.7616000175476065,0.4576271248387913,0.28263884440063375,0.2642431640450954,0.28263884440063375,3.794056715954252e-09,124.28013308663807,124.28013337392353,UGC06983,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,3.21
8.336533546447756,0.4915254418364672,0.26632864167315057,0.26650276169746234,0.26632864167315057,5.712838632875457e-08,127.05602545140225,127.05602961857382,UGC06983,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,3.21
8.911466598510742,0.5254237307196281,0.25463389452809504,0.2643363668576401,0.25463389452809504,8.601987217161684e-07,129.12397179522355,129.12403276269242,UGC06983,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,3.21
9.486400604248049,0.5593220758318186,0.2713053505985858,0.2699360177343302,0.2713053505985858,1.2952174281681989e-05,126.19596443838107,126.19692036111235,UGC06983,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,3.21
10.061333656311035,0.5932203647149795,0.27576866150714896,0.28077905570704775,0.27576866150714896,0.00019498930810732032,125.43447164079315,125.44901112157656,UGC06983,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,3.21
10.636266708374023,0.6271186535981406,0.3037299780835605,0.28985289464731046,0.3037299780835605,0.002927987375714629,120.86545235651316,121.09715731299619,UGC06983,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,3.21
11.211200714111328,0.6610169987103309,0.28293556026565975,0.2932008302651422,0.28293556026565975,0.04234488379065662,124.23075686011845,127.43919665578274,UGC06983,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,3.21
11.7861328125,0.6949152313644626,0.30200054009242644,0.2972749221984342,0.30200054009242644,0.3996841097725035,121.13837225333764,152.65811173447295,UGC06983,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,3.21
12.361066818237305,0.728813576476653,0.3008011688758908,0.30224561962221896,0.3008011688758908,0.9092973940113357,121.32836805295032,192.86427796502156,UGC06983,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,3.21
12.936000823974608,0.7627119215888434,0.3037387203501692,0.3079703194202786,0.3037387203501692,0.9934189209448471,120.86407587699891,199.47920022724395,UGC06983,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,3.21
13.51093292236328,0.796610154242975,0.3272669999679397,0.31000001081177087,0.3272669999679397,0.9995602271476535,117.26973196229524,199.96361747404967,UGC06983,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,3.21
14.085866928100584,0.8305084993551654,0.29409773782756066,0.3016984769570065,0.29409773782756066,0.9999707815198585,122.40134896145815,199.9977326853556,UGC06983,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,3.21
14.66080093383789,0.8644068444673559,0.29464855739620016,0.29080638279563853,0.29464855739620016,0.999998059470139,122.31246721504169,199.9998492450228,UGC06983,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,3.21
15.235733032226562,0.8983050771214875,0.2745143388797976,0.284234366160798,0.2745143388797976,0.9999998711228613,125.64754367510092,199.99999041766816,UGC06983,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,3.21
15.810667037963867,0.9322034222336779,0.28188417554200107,0.2871024575990643,0.28188417554200107,0.9999999914409258,124.40589391315423,199.99999935298445,UGC06983,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,3.21
16.385601043701172,0.9661017673458684,0.30610534019124863,0.2932159897305463,0.30610534019124863,0.9999999994315691,120.49259847880327,199.99999995480553,UGC06983,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,3.21
16.960533142089844,1.0,0.28856787298711034,0.29238910938260715,0.28856787298711034,0.9999999999622486,123.30087380593363,199.99999999710448,UGC06983,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,3.21
