R_kpc,r_frac,chi_raw,chi_smooth,chi_used,mask_outer,L_adapt_kpc,L_eff_kpc,galaxy,L0_kpc,alpha,sigma_idx,taper_on,taper_r0,taper_k,mu,kernel,Rd_star_kpc
0.2451166659593582,0.016949152245485207,1.7558255013729258e-07,0.0202492807240013,1.7558255013729258e-07,1.855166429600282e-24,199.99976014617098,199.99976014617098,DDO161,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,1.22
0.7353500127792358,0.05084745776683048,0.05890069147508865,0.051192381756755265,0.05890069147508865,2.793383989170868e-23,142.6222507849697,142.6222507849697,DDO161,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,1.22
1.2255833148956299,0.08474576019705118,0.11004308104121784,0.0680989772080686,0.11004308104121784,4.206087419895486e-22,114.17998886918373,114.17998886918373,DDO161,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,1.22
1.7158167362213135,0.11864407087027075,0.008567684318055917,0.07513724387612392,0.008567684318055917,6.333244236615906e-21,188.94317360498374,188.94317360498374,DDO161,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,1.22
2.2060499191284175,0.15254236505749255,0.1311481662381609,0.11329332209835982,0.1311481662381609,9.536161676214774e-20,105.49785332470242,105.49785332470242,DDO161,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,1.22
2.696283340454101,0.18644067573071213,0.17327813049477775,0.15985650337573187,0.17327813049477775,1.4358912439538739e-18,91.59476729738172,91.59476729738172,DDO161,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,1.22
3.1865167617797847,0.22033898640393168,0.17780623909410775,0.19718263975189226,0.17780623909410775,2.1620686964713675e-17,90.31551648716953,90.31551648716953,DDO161,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,1.22
3.6767499446868896,0.2542372805911536,0.2556782220523113,0.23162702433170113,0.2556782220523113,3.255493689226656e-16,72.82411357519325,72.8241135751933,DDO161,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,1.22
4.166983127593993,0.2881355747783753,0.26633219889223503,0.24334245068999616,0.26633219889223503,4.901897510422025e-15,70.9443189126005,70.94431891260113,DDO161,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,1.22
4.657216548919678,0.32203388545159495,0.20414204165033897,0.2407467876175886,0.20414204165033897,7.38094838673884e-14,83.53037090509926,83.53037090510786,DDO161,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,1.22
5.14744997024536,0.35593219612481447,0.2613217957238659,0.2554195518596405,0.2613217957238659,1.1113736868594597e-12,71.81612134430256,71.81612134444502,DDO161,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,1.22
