R_kpc,r_frac,chi_raw,chi_smooth,chi_used,mask_outer,L_adapt_kpc,L_eff_kpc,galaxy,L0_kpc,alpha,sigma_idx,taper_on,taper_r0,taper_k,mu,kernel,Rd_star_kpc
0.7751333117485046,0.01694915291790632,2.885748623715309,2.36233247086452,2.885748623715309,1.8551665293965348e-24,66.66666666666667,66.66666666666667,NGC2998,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,6.2
2.3253998756408687,0.050847457450397024,1.306935262467395,1.5166814710188876,1.306935262467395,2.793383918457237e-23,104.94358048133665,104.94358048133665,NGC2998,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,6.2
3.875666618347168,0.08474576589285353,0.5009423556031368,0.7182717271790906,0.5009423556031368,4.206089336459351e-22,148.4578598394757,148.4578598394757,NGC2998,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,6.2
5.425932884216309,0.11864406390873462,0.1213656731630805,0.2773742009429647,0.1213656731630805,6.333240709488193e-21,184.48247400331329,184.48247400331329,NGC2998,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,6.2
6.976200103759766,0.1525423827777665,0.05635429185208181,0.1407914889761565,0.05635429185208181,9.536175194896218e-20,192.4822282989216,192.4822282989216,NGC2998,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,6.2
8.526466369628906,0.1864406807936476,0.17174860144605708,0.165245228369151,0.17174860144605708,1.4358918255399713e-18,178.72585604590003,178.72585604590003,NGC2998,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,6.2
10.076732635498047,0.22033897880952868,0.2386906188834126,0.22546992107453914,0.2386906188834126,2.1620673829020914e-17,171.6108947659581,171.6108947659581,NGC2998,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,6.2
11.626999855041504,0.25423729767856057,0.27788834328076123,0.27024120997434653,0.27788834328076123,3.255498139465362e-16,167.70172313410555,167.70172313410555,NGC2998,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,6.2
13.177266120910645,0.28813559569444164,0.30253821390242874,0.2996788035324788,0.30253821390242874,4.901905712701988e-15,165.33332843240817,165.33332843240834,NGC2998,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,6.2
14.7275333404541,0.3220339145634735,0.31984257003300515,0.3236298890456144,0.31984257003300515,7.3809655766207e-14,163.71027323571695,163.71027323571963,NGC2998,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,6.2
16.277799606323242,0.35593221257935465,0.35215872354049993,0.3457402852368041,0.35215872354049993,1.111375149831861e-12,160.76298133840328,160.7629813384469,NGC2998,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,6.2
17.828065872192383,0.3898305105952357,0.3681514298492006,0.35933421760413486,0.3681514298492006,1.67343244027331e-11,159.3433244629394,159.34332446361975,NGC2998,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,6.2
19.378332138061523,0.42372880861111684,0.3617958650000345,0.36193629943180683,0.3617958650000345,2.519739740417763e-10,159.9044889598611,159.90448896996412,NGC2998,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,6.2
20.928600311279297,0.4576271483332995,0.35975439268241965,0.36050945322167727,0.35975439268241965,3.794063847120644e-09,160.08558037755114,160.085580528989,NGC2998,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,6.2
22.47886657714844,0.49152544634918066,0.3581031005018309,0.36045038708387667,0.3581031005018309,5.712840695308029e-08,160.23236071210079,160.23236298396264,NGC2998,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,6.2
24.029132843017575,0.5254237443650616,0.36402687612401374,0.36162833400438577,0.36402687612401374,8.60199660738626e-07,159.70705221234192,159.70708687232195,NGC2998,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,6.2
25.57939910888672,0.5593220423809427,0.3634250135677379,0.36016023509625184,0.3634250135677379,1.2952139621251391e-05,159.76026692229988,159.76078811294101,NGC2998,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,6.2
27.129665374755856,0.5932203403968238,0.3548458060779095,0.35482042125436064,0.3548458060779095,0.0001949889288392283,160.522686202633,160.53038384176378,NGC2998,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,6.2
28.679931640625,0.627118638412705,0.34556846936815583,0.34956111010057034,0.34556846936815583,0.0029279838291105913,161.35537876908748,161.46852959513367,NGC2998,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,6.2
30.230199813842773,0.6610169781348876,0.34900154314422427,0.3467209764173915,0.34900154314422427,0.04234481704101469,161.04623630370216,162.69572630048083,NGC2998,200.0,2.0,1.0,1,0.7,80.0,10.0,ananta-hybrid,6.2
