R_kpc,V_baryon,V_total_H1,V_total_H2,dV_H2_minus_H1,L_eff_kpc,galaxy,L0_kpc,mu,kernel,basis_L_min_kpc,basis_L_max_kpc,outer_rfrac,outer_tol_kms,outer_max_abs_dV_kms,outer_pass,strict_radii
0.149233341217041,10.405277252197264,37.475000819724976,37.474285263613645,-0.000715556111330784,199.99983878350736,UGC02259,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.012992086197826325,1,0
0.44770002365112305,18.022468566894528,64.90860744890355,64.90736405228073,-0.0012433966228257987,199.9998915523221,UGC02259,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.012992086197826325,1,0
0.746166706085205,23.266906738281246,83.79664863470931,83.90552846747578,0.10887983276646196,142.28025771013884,UGC02259,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.012992086197826325,1,0
1.044633388519287,27.988365173339844,96.08812526901251,96.27700253469824,0.1888772656857327,112.8272836469318,UGC02259,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.012992086197826325,1,0
1.3431000709533691,32.231441497802734,105.05903672382767,105.25619970350803,0.1971629796803569,115.86548112757848,UGC02259,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.012992086197826325,1,0
1.6415667533874512,36.15695571899414,111.21894372715361,111.28456650468549,0.06562277753187118,172.51099813406998,UGC02259,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.012992086197826325,1,0
1.9400334358215328,38.99962615966797,110.8455874441808,110.97742830136187,0.13184085718107497,144.40705993618857,UGC02259,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.012992086197826325,1,0
2.2385001182556152,41.554420471191406,103.58552836682613,103.7711596482118,0.18563128138568175,113.62078764525992,UGC02259,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.012992086197826325,1,0
2.536966800689697,43.19444274902344,98.42067660750284,98.62747707910837,0.20680047160553272,94.85300072047517,UGC02259,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.012992086197826325,1,0
2.8354334831237793,44.67465591430664,97.2920456339408,97.49078471464364,0.1987390807028362,96.06519112118404,UGC02259,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.012992086197826325,1,0
3.1339001655578613,45.90348815917969,99.68807858783134,99.89734980932676,0.20927122149541333,92.58724665771952,UGC02259,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.012992086197826325,1,0
3.432366847991944,46.84326934814453,101.3786380073988,101.59806306516978,0.21942505777097665,88.51931805743541,UGC02259,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.012992086197826325,1,0
3.730833530426025,47.53683090209961,93.05050893138197,93.23692808968121,0.1864191582992447,90.31091355321604,UGC02259,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.012992086197826325,1,0
4.029300212860107,48.274707794189446,92.28442503267328,92.46254686449083,0.17812183181754904,92.20041263437002,UGC02259,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.012992086197826325,1,0
4.327766895294189,48.77465057373047,90.2260178539847,90.41207194003897,0.18605408605426987,81.55768746130322,UGC02259,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.012992086197826325,1,0
4.626233577728272,48.6813850402832,88.67210873196534,88.85973488496441,0.18762615299907281,76.73700307791599,UGC02259,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.012992086197826325,1,0
4.9247002601623535,48.69837188720703,84.65873816243717,84.81469304802908,0.1559548855919104,88.52788855420111,UGC02259,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.012992086197826325,1,0
5.223166942596436,49.12630081176758,83.88000945902674,84.03663032473771,0.1566208657109769,84.89532389636297,UGC02259,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.012992086197826325,1,0
5.521633625030518,48.70739746093751,94.17669402852744,94.37338324382968,0.19668921530224281,83.06948237885179,UGC02259,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.012992086197826325,1,0
5.8201003074646,48.94545364379882,80.11438584970662,80.25318862999809,0.13880278029147064,89.31840608864395,UGC02259,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.012992086197826325,1,0
6.118566989898682,48.408477783203125,76.95609505833471,77.05096015885084,0.09486510051613095,119.95784352355024,UGC02259,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.012992086197826325,1,0
6.417033672332764,47.26871109008789,77.2384588686547,77.25145095485253,0.012992086197826325,188.70421202531227,UGC02259,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.012992086197826325,1,0
6.715500354766846,47.460155487060554,71.78048731371821,71.78337713629926,0.002889822581053636,199.24993858116224,UGC02259,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.012992086197826325,1,0
7.013967037200928,46.734199523925774,69.37284374109379,69.37484550211535,0.0020017610215603554,199.94386204660805,UGC02259,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.012992086197826325,1,0
7.31243371963501,46.04339218139648,66.89189134126597,66.89219192723601,0.00030058597003801424,199.99665926782723,UGC02259,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.012992086197826325,1,0
7.610900402069091,46.109561920166016,78.36228335289233,78.36122921440479,-0.001054138487546652,199.9997883619559,UGC02259,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.012992086197826325,1,0
7.909367084503175,45.53715133666992,64.28797848098003,64.28798676857797,8.287597935918711e-06,199.99998374091584,UGC02259,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.012992086197826325,1,0
8.207834243774414,44.5914192199707,61.5942025963926,61.59463882529341,0.0004362289008099651,199.9999989336433,UGC02259,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.012992086197826325,1,0
8.50629997253418,44.13859939575195,68.50688735421613,68.50970458990464,0.0028172356885107774,199.99999993688644,UGC02259,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.012992086197826325,1,0
8.804767608642578,43.870410919189446,58.989361106068465,58.99329757690693,0.0039364708384681535,199.9999999959549,UGC02259,200.0,10.0,ananta-hybrid,10.0,200.0,0.7,2.0,0.012992086197826325,1,0
