R_kpc,V_baryon,V_kernel,V_total
1.875499933958053589e-01,5.891848087310791016e+00,1.118725013732910156e+01,1.264390945434570312e+01
5.626499652862548828e-01,1.020498085021972656e+01,1.937688446044921875e+01,2.189989280700683594e+01
9.377499818801879883e-01,1.384152030944824219e+01,2.441406631469726562e+01,2.806482315063476562e+01
1.312849998474121094e+00,1.706668663024902344e+01,2.811869812011718750e+01,3.289274978637695312e+01
1.687949895858764648e+00,2.004863739013671875e+01,3.093437767028808594e+01,3.686303710937500000e+01
2.063049793243408203e+00,2.312190055847167969e+01,3.004930305480957031e+01,3.791547012329101562e+01
2.438149929046630859e+00,2.565411758422851562e+01,3.063852882385253906e+01,3.996064376831054688e+01
2.813250064849853516e+00,2.784364509582519531e+01,3.185447502136230469e+01,4.230810928344726562e+01
3.188349723815917969e+00,2.973082923889160156e+01,3.311989212036132812e+01,4.450673294067382812e+01
3.563449859619140625e+00,3.152434158325195312e+01,3.411215209960937500e+01,4.644807052612304688e+01
3.938549757003784180e+00,3.309044647216796875e+01,3.397508621215820312e+01,4.742662048339843750e+01
4.313649654388427734e+00,3.441337966918945312e+01,3.350628280639648438e+01,4.803073501586914062e+01
4.688749790191650391e+00,3.563250350952148438e+01,3.346840286254882812e+01,4.888567733764648438e+01
5.063849925994873047e+00,3.662825393676757812e+01,3.314970779418945312e+01,4.940174484252929688e+01
5.438949584960937500e+00,3.747923278808593750e+01,3.367439651489257812e+01,5.038509368896484375e+01
5.814049720764160156e+00,3.850688934326171875e+01,3.308921813964843750e+01,5.077082443237304688e+01
6.189149856567382812e+00,3.910116958618164062e+01,3.243170547485351562e+01,5.080075836181640625e+01
6.564249992370605469e+00,3.961803054809570312e+01,3.178897857666015625e+01,5.079495620727539062e+01
6.939349651336669922e+00,3.997161102294921875e+01,3.104528045654296875e+01,5.061164855957031250e+01
7.314449787139892578e+00,4.043256378173828125e+01,3.065253067016601562e+01,5.073824691772460938e+01
7.689549446105957031e+00,4.103018188476562500e+01,3.110272979736328125e+01,5.148646163940429688e+01
8.064649581909179688e+00,4.147962951660156250e+01,3.036182785034179688e+01,5.140428543090820312e+01
8.439748764038085938e+00,4.140781402587890625e+01,2.933512878417968750e+01,5.074600219726562500e+01
8.814849853515625000e+00,4.170532608032226562e+01,2.891825866699218750e+01,5.075036621093750000e+01
9.189949035644531250e+00,4.159418106079101562e+01,2.799591827392578125e+01,5.013828277587890625e+01
9.565050125122070312e+00,4.172714996337890625e+01,2.797484779357910156e+01,5.023690795898437500e+01
9.940149307250976562e+00,4.167146301269531250e+01,2.680551528930664062e+01,4.954842376708984375e+01
1.031525039672851562e+01,4.181339263916015625e+01,2.648645973205566406e+01,4.949638748168945312e+01
1.069034957885742188e+01,4.188724517822265625e+01,2.604314804077148438e+01,4.932328796386718750e+01
1.106544876098632812e+01,4.176849365234375000e+01,2.531839942932128906e+01,4.884289550781250000e+01
