R_kpc,V_baryon,V_kernel,V_total
1.875499933958053589e-01,5.891848087310791016e+00,1.117237567901611328e+01,1.263075065612792969e+01
5.626499652862548828e-01,1.020498085021972656e+01,1.935112190246582031e+01,2.187709999084472656e+01
9.377499818801879883e-01,1.384152030944824219e+01,2.438158416748046875e+01,2.803657150268554688e+01
1.312849998474121094e+00,1.706668663024902344e+01,2.808125114440917969e+01,3.286074066162109375e+01
1.687949895858764648e+00,2.004863739013671875e+01,3.089314079284667969e+01,3.682844161987304688e+01
2.063049793243408203e+00,2.312190055847167969e+01,3.000883674621582031e+01,3.788340759277343750e+01
2.438149929046630859e+00,2.565411758422851562e+01,3.059772491455078125e+01,3.992936706542968750e+01
2.813250064849853516e+00,2.784364509582519531e+01,3.181140708923339844e+01,4.227569198608398438e+01
3.188349723815917969e+00,2.973082923889160156e+01,3.307556915283203125e+01,4.447376251220703125e+01
3.563449859619140625e+00,3.152434158325195312e+01,3.406707763671875000e+01,4.641497421264648438e+01
3.938549757003784180e+00,3.309044647216796875e+01,3.393082046508789062e+01,4.739492034912109375e+01
4.313649654388427734e+00,3.441337966918945312e+01,3.346273040771484375e+01,4.800036239624023438e+01
4.688749790191650391e+00,3.563250350952148438e+01,3.342440414428710938e+01,4.885556411743164062e+01
5.063849925994873047e+00,3.662825393676757812e+01,3.310503005981445312e+01,4.937177276611328125e+01
5.438949584960937500e+00,3.747923278808593750e+01,3.362972640991210938e+01,5.035525131225585938e+01
5.814049720764160156e+00,3.850688934326171875e+01,3.304483413696289062e+01,5.074191284179687500e+01
6.189149856567382812e+00,3.910116958618164062e+01,3.238831710815429688e+01,5.077306747436523438e+01
6.564249992370605469e+00,3.961803054809570312e+01,3.174682426452636719e+01,5.076858520507812500e+01
6.939349651336669922e+00,3.997161102294921875e+01,3.100443077087402344e+01,5.058660125732421875e+01
7.314449787139892578e+00,4.043256378173828125e+01,3.061325073242187500e+01,5.071452713012695312e+01
7.689549446105957031e+00,4.103018188476562500e+01,3.106154060363769531e+01,5.146158981323242188e+01
8.064649581909179688e+00,4.147962951660156250e+01,3.032285690307617188e+01,5.138127517700195312e+01
8.439748764038085938e+00,4.140781402587890625e+01,2.929634857177734375e+01,5.072359466552734375e+01
8.814849853515625000e+00,4.170532608032226562e+01,2.887923431396484375e+01,5.072814178466796875e+01
9.189949035644531250e+00,4.159418106079101562e+01,2.795853424072265625e+01,5.011741638183593750e+01
9.565050125122070312e+00,4.172714996337890625e+01,2.793663978576660156e+01,5.021564483642578125e+01
9.940149307250976562e+00,4.167146301269531250e+01,2.676901817321777344e+01,4.952869033813476562e+01
1.031525039672851562e+01,4.181339263916015625e+01,2.645005035400390625e+01,4.947691345214843750e+01
1.069034957885742188e+01,4.188724517822265625e+01,2.600690078735351562e+01,4.930416107177734375e+01
1.106544876098632812e+01,4.176849365234375000e+01,2.528484916687011719e+01,4.882551193237304688e+01
