R_kpc,V_baryon,V_kernel,V_total
3.739999830722808838e-01,4.906666183471679688e+01,1.035767669677734375e+02,1.146110076904296875e+02
1.121999979019165039e+00,8.943193054199218750e+01,1.680413513183593750e+02,1.903574829101562500e+02
1.869999885559082031e+00,1.204485855102539062e+02,1.985005645751953125e+02,2.321859893798828125e+02
2.618000030517578125e+00,1.434188385009765625e+02,1.805704498291015625e+02,2.305962829589843750e+02
3.365999937057495117e+00,1.585428924560546875e+02,1.864940185546875000e+02,2.447771759033203125e+02
4.113999843597412109e+00,1.703206329345703125e+02,1.796479034423828125e+02,2.475529937744140625e+02
4.861999988555908203e+00,1.762153625488281250e+02,1.688111572265625000e+02,2.440267639160156250e+02
5.609999656677246094e+00,1.785933685302734375e+02,1.621857757568359375e+02,2.412463836669921875e+02
6.357999801635742188e+00,1.788849639892578125e+02,1.455108795166015625e+02,2.305932464599609375e+02
7.105999946594238281e+00,1.785940399169921875e+02,1.343580169677734375e+02,2.234902801513671875e+02
7.854000091552734375e+00,1.790101623535156250e+02,1.335945434570312500e+02,2.233654937744140625e+02
8.601999282836914062e+00,1.749986419677734375e+02,1.176604156494140625e+02,2.108755493164062500e+02
9.350000381469726562e+00,1.707651062011718750e+02,1.112498703002929688e+02,2.038069000244140625e+02
1.009799957275390625e+01,1.695515441894531250e+02,9.843253326416015625e+01,1.960527801513671875e+02
1.084600067138671875e+01,1.660754089355468750e+02,9.566911315917968750e+01,1.916601715087890625e+02
1.159399986267089844e+01,1.611474304199218750e+02,9.162738037109375000e+01,1.853754882812500000e+02
1.234199905395507812e+01,1.575820159912109375e+02,8.469830322265625000e+01,1.789019165039062500e+02
1.309000015258789062e+01,1.545809478759765625e+02,6.985881805419921875e+01,1.696334991455078125e+02
1.383799934387207031e+01,1.504316101074218750e+02,7.727243041992187500e+01,1.691174163818359375e+02
1.458600044250488281e+01,1.459135131835937500e+02,7.107115936279296875e+01,1.623017730712890625e+02
1.533399963378906250e+01,1.418132629394531250e+02,6.913996124267578125e+01,1.577698822021484375e+02
1.608200073242187500e+01,1.387479095458984375e+02,4.861037826538085938e+01,1.470168457031250000e+02
1.682999992370605469e+01,1.363873443603515625e+02,6.562166595458984375e+01,1.513529357910156250e+02
1.757799911499023438e+01,1.328616943359375000e+02,6.330597305297851562e+01,1.471729431152343750e+02
1.832600021362304688e+01,1.294144592285156250e+02,6.154292678833007812e+01,1.433025970458984375e+02
1.907399940490722656e+01,1.274227447509765625e+02,3.559671401977539062e+01,1.323014831542968750e+02
1.982199859619140625e+01,1.250291290283203125e+02,5.962610626220703125e+01,1.385191497802734375e+02
2.056999969482421875e+01,1.217679061889648438e+02,5.756135559082031250e+01,1.346875305175781250e+02
2.131800079345703125e+01,1.191438674926757812e+02,5.888986968994140625e+01,1.329032592773437500e+02
2.206599998474121094e+01,1.174686279296875000e+02,2.614414405822753906e+01,1.203428268432617188e+02
