R_kpc,V_baryon,V_kernel,V_total
1.875499933958053589e-01,5.891848087310791016e+00,1.115715408325195312e+01,1.261728763580322266e+01
5.626499652862548828e-01,1.020498085021972656e+01,1.932475471496582031e+01,2.185378074645996094e+01
9.377499818801879883e-01,1.384152030944824219e+01,2.434845924377441406e+01,2.800777053833007812e+01
1.312849998474121094e+00,1.706668663024902344e+01,2.804324150085449219e+01,3.282826995849609375e+01
1.687949895858764648e+00,2.004863739013671875e+01,3.085151100158691406e+01,3.679352569580078125e+01
2.063049793243408203e+00,2.312190055847167969e+01,2.996955490112304688e+01,3.785229873657226562e+01
2.438149929046630859e+00,2.565411758422851562e+01,3.055753326416015625e+01,3.989857864379882812e+01
2.813250064849853516e+00,2.784364509582519531e+01,3.177012634277343750e+01,4.224464035034179688e+01
3.188349723815917969e+00,2.973082923889160156e+01,3.303203582763671875e+01,4.444139480590820312e+01
3.563449859619140625e+00,3.152434158325195312e+01,3.402146911621093750e+01,4.638150787353515625e+01
3.938549757003784180e+00,3.309044647216796875e+01,3.388417434692382812e+01,4.736153411865234375e+01
4.313649654388427734e+00,3.441337966918945312e+01,3.341751098632812500e+01,4.796885299682617188e+01
4.688749790191650391e+00,3.563250350952148438e+01,3.337873077392578125e+01,4.882432556152343750e+01
5.063849925994873047e+00,3.662825393676757812e+01,3.306216812133789062e+01,4.934304428100585938e+01
5.438949584960937500e+00,3.747923278808593750e+01,3.358356857299804688e+01,5.032443618774414062e+01
5.814049720764160156e+00,3.850688934326171875e+01,3.300096130371093750e+01,5.071335220336914062e+01
6.189149856567382812e+00,3.910116958618164062e+01,3.234513854980468750e+01,5.074553680419921875e+01
6.564249992370605469e+00,3.961803054809570312e+01,3.170391273498535156e+01,5.074176406860351562e+01
6.939349651336669922e+00,3.997161102294921875e+01,3.096152687072753906e+01,5.056031799316406250e+01
7.314449787139892578e+00,4.043256378173828125e+01,3.056927299499511719e+01,5.068799209594726562e+01
7.689549446105957031e+00,4.103018188476562500e+01,3.102026748657226562e+01,5.143668746948242188e+01
8.064649581909179688e+00,4.147962951660156250e+01,3.028278923034667969e+01,5.135763931274414062e+01
8.439748764038085938e+00,4.140781402587890625e+01,2.925929069519042969e+01,5.070220184326171875e+01
8.814849853515625000e+00,4.170532608032226562e+01,2.884300804138183594e+01,5.070752716064453125e+01
9.189949035644531250e+00,4.159418106079101562e+01,2.792177009582519531e+01,5.009691619873046875e+01
9.565050125122070312e+00,4.172714996337890625e+01,2.790062904357910156e+01,5.019561767578125000e+01
9.940149307250976562e+00,4.167146301269531250e+01,2.673176765441894531e+01,4.950856781005859375e+01
1.031525039672851562e+01,4.181339263916015625e+01,2.641393089294433594e+01,4.945761489868164062e+01
1.069034957885742188e+01,4.188724517822265625e+01,2.597226715087890625e+01,4.928590011596679688e+01
1.106544876098632812e+01,4.176849365234375000e+01,2.525027847290039062e+01,4.880761718750000000e+01
