R_kpc,V_baryon,V_kernel,V_total
1.875499933958053589e-01,5.891848087310791016e+00,1.111193320779697657e+01,1.257731825276897908e+01
5.626499652862548828e-01,1.020498085021972656e+01,1.924643309783791523e+01,2.178455459883513257e+01
9.377499818801879883e-01,1.384152030944824219e+01,2.424986362592864708e+01,2.792209811024397936e+01
1.312849998474121094e+00,1.706668663024902344e+01,2.792980830548976812e+01,3.273142192957993757e+01
1.687949895858764648e+00,2.004863739013671875e+01,3.072689095627914924e+01,3.668909516212728761e+01
2.063049793243408203e+00,2.312190055847167969e+01,2.984865184807728156e+01,3.775664619111253018e+01
2.438149929046630859e+00,2.565411758422851562e+01,3.043253625252833672e+01,3.980292691233642444e+01
2.813250064849853516e+00,2.784364509582519531e+01,3.164125514614438117e+01,4.214780637127996954e+01
3.188349723815917969e+00,2.973082923889160156e+01,3.289817411729342211e+01,4.434198958580383731e+01
3.563449859619140625e+00,3.152434158325195312e+01,3.388375989336449123e+01,4.628059315915818672e+01
3.938549757003784180e+00,3.309044647216796875e+01,3.374935687897733771e+01,4.726517482118718760e+01
4.313649654388427734e+00,3.441337966918945312e+01,3.328300500765895720e+01,4.787524477209791485e+01
4.688749790191650391e+00,3.563250350952148438e+01,3.324550848983439266e+01,4.873334718359082984e+01
5.063849925994873047e+00,3.662825393676757812e+01,3.292603652314453200e+01,4.925193305286362744e+01
5.438949584960937500e+00,3.747923278808593750e+01,3.345068805485188790e+01,5.023585773565292811e+01
5.814049720764160156e+00,3.850688934326171875e+01,3.286883128697691347e+01,5.062746870770725849e+01
6.189149856567382812e+00,3.910116958618164062e+01,3.221677923942733202e+01,5.066381700799702514e+01
6.564249992370605469e+00,3.961803054809570312e+01,3.157790569432741634e+01,5.066312768617908802e+01
6.939349651336669922e+00,3.997161102294921875e+01,3.083739828497018465e+01,5.048440223785963354e+01
7.314449787139892578e+00,4.043256378173828125e+01,3.044656622610457219e+01,5.061408530526553307e+01
7.689549446105957031e+00,4.103018188476562500e+01,3.089739180525361917e+01,5.136267760198526133e+01
8.064649581909179688e+00,4.147962951660156250e+01,3.016012906853604392e+01,5.128540803984662944e+01
8.439748764038085938e+00,4.140781402587890625e+01,2.914241671921199384e+01,5.063484479980430564e+01
8.814849853515625000e+00,4.170532608032226562e+01,2.872791376302767929e+01,5.064214902323538325e+01
9.189949035644531250e+00,4.159418106079101562e+01,2.781057964187296250e+01,5.003503040621973952e+01
9.565050125122070312e+00,4.172714996337890625e+01,2.779235588917464739e+01,5.013551710282258256e+01
9.940149307250976562e+00,4.167146301269531250e+01,2.662849930627543316e+01,4.945288504791327000e+01
1.031525039672851562e+01,4.181339263916015625e+01,2.631200635323374470e+01,4.940325436258083869e+01
1.069034957885742188e+01,4.188724517822265625e+01,2.587219313398836462e+01,4.923323712014089892e+01
1.106544876098632812e+01,4.176849365234375000e+01,2.515940962451231755e+01,4.876067009709839084e+01
