R_kpc,V_baryon,V_kernel,V_total
3.232166469097137451e-01,1.258117866516113281e+01,5.468651880690971012e+01,5.611507280345490045e+01
9.696499109268188477e-01,2.179124069213867188e+01,9.471982706786174333e+01,9.719415530051222163e+01
1.616083264350891113e+00,3.184648132324218750e+01,1.124891812325540883e+02,1.169102829464894029e+02
2.262516498565673828e+00,3.976486206054687500e+01,1.116617798626938196e+02,1.185309974006799933e+02
2.908949851989746094e+00,4.580016326904296875e+01,1.194673301397612448e+02,1.279456837881590303e+02
3.555383205413818359e+00,5.080818939208984375e+01,1.228877902596460530e+02,1.329769948632751664e+02
4.201816558837890625e+00,5.474382019042968750e+01,1.212837889195397310e+02,1.330663112769981637e+02
4.848249435424804688e+00,5.805796432495117188e+01,1.221745193518362811e+02,1.352676623357337746e+02
5.494683265686035156e+00,6.027487945556640625e+01,1.196555067291851771e+02,1.339794809878524973e+02
6.141116142272949219e+00,6.251371383666992188e+01,1.177211811668653922e+02,1.332900628358719644e+02
6.787549972534179688e+00,6.410739135742187500e+01,1.153349282793000725e+02,1.319541719450025425e+02
7.433982849121093750e+00,6.488568878173828125e+01,1.121129536443109629e+02,1.295355827828117299e+02
8.080416679382324219e+00,6.616011047363281250e+01,1.092059916436417097e+02,1.276836276392597682e+02
8.726849555969238281e+00,6.660551452636718750e+01,1.053888535987098436e+02,1.246719892214929217e+02
9.373283386230468750e+00,6.646257019042968750e+01,1.011763667959643698e+02,1.210534205858369035e+02
1.001971626281738281e+01,6.675182342529296875e+01,9.719374219753022714e+01,1.179085648912059270e+02
1.066614913940429688e+01,6.653371429443359375e+01,9.339328677126030698e+01,1.146692694905717360e+02
1.131258296966552734e+01,6.601098632812500000e+01,8.979411122084140118e+01,1.114469945994656968e+02
1.195901584625244141e+01,6.600806427001953125e+01,8.599035380825539221e+01,1.084038993818669923e+02
1.260544967651367188e+01,6.546612548828125000e+01,8.261285090813089482e+01,1.054072891774167715e+02
1.325188255310058594e+01,6.477779388427734375e+01,7.989185196247716192e+01,1.028536368226744599e+02
1.389831542968750000e+01,6.455568695068359375e+01,7.593982960806279436e+01,9.967092978566574857e+01
1.454474925994873047e+01,6.377993774414062500e+01,7.305411335136075479e+01,9.697826482592486741e+01
1.519118309020996094e+01,6.299869537353515625e+01,7.034756255819310411e+01,9.443312581524698146e+01
1.583761596679687500e+01,6.238153839111328125e+01,6.611156414765335398e+01,9.089661826975418535e+01
1.648405075073242188e+01,6.155384445190429688e+01,6.418686719836306054e+01,8.893160098166551109e+01
1.713048171997070312e+01,6.091577529907226562e+01,6.036648472947561572e+01,8.576038810573992066e+01
1.777691650390625000e+01,6.003268432617187500e+01,5.943459720941991264e+01,8.447718296172706687e+01
1.842334747314453125e+01,5.897635269165039062e+01,5.563232595232324229e+01,8.107506334221184829e+01
1.906978225708007812e+01,5.823777389526367188e+01,5.182581601231686363e+01,7.795866618328518882e+01
