R_kpc,V_baryon,V_kernel,V_total
1.985500007867813110e-01,5.770794391632080078e+00,1.147937029600143433e-03,5.770794391632080078e+00
5.956500172615051270e-01,9.995308876037597656e+00,1.988285221159458160e-03,9.995308876037597656e+00
9.927500486373901367e-01,1.403561210632324219e+01,2.485640347003936768e-03,1.403561210632324219e+01
1.389850020408630371e+00,1.768355941772460938e+01,2.834474667906761169e-03,1.768355941772460938e+01
1.786949992179870605e+00,2.064602661132812500e+01,3.065189113840460777e-03,2.064602661132812500e+01
2.184050083160400391e+00,2.343020439147949219e+01,3.195991739630699158e-03,2.343020439147949219e+01
2.581150054931640625e+00,2.624973869323730469e+01,3.305112710222601891e-03,2.624973869323730469e+01
2.978250026702880859e+00,2.870922470092773438e+01,3.463833360001444817e-03,2.870922470092773438e+01
3.375349998474121094e+00,3.113782310485839844e+01,3.543031169101595879e-03,3.113782310485839844e+01
3.772449970245361328e+00,3.305342483520507812e+01,3.594866488128900528e-03,3.305342483520507812e+01
4.169549942016601562e+00,3.486988449096679688e+01,3.608437953516840935e-03,3.486988449096679688e+01
4.566650390625000000e+00,3.647843551635742188e+01,3.651034785434603691e-03,3.647843551635742188e+01
4.963749885559082031e+00,3.792869186401367188e+01,3.666984383016824722e-03,3.792869186401367188e+01
5.360850334167480469e+00,3.922280120849609375e+01,3.733994904905557632e-03,3.922280120849609375e+01
5.757949829101562500e+00,4.052989959716796875e+01,3.736385842785239220e-03,4.052989959716796875e+01
6.155050277709960938e+00,4.165384674072265625e+01,3.745314432308077812e-03,4.165384674072265625e+01
6.552149772644042969e+00,4.252789688110351562e+01,3.692747093737125397e-03,4.252789688110351562e+01
6.949250221252441406e+00,4.328056335449218750e+01,3.643437521532177925e-03,4.328056335449218750e+01
7.346349716186523438e+00,4.401551818847656250e+01,3.646449418738484383e-03,4.401551818847656250e+01
7.743450164794921875e+00,4.471927261352539062e+01,3.593311877921223640e-03,4.471927261352539062e+01
8.140549659729003906e+00,4.521683502197265625e+01,3.537766169756650925e-03,4.521683502197265625e+01
8.537650108337402344e+00,4.590222549438476562e+01,3.534146351739764214e-03,4.590222549438476562e+01
8.934749603271484375e+00,4.658385086059570312e+01,3.540900535881519318e-03,4.658385086059570312e+01
9.331850051879882812e+00,4.680619430541992188e+01,3.484169254079461098e-03,4.680619430541992188e+01
9.728950500488281250e+00,4.708638000488281250e+01,3.410684876143932343e-03,4.708638000488281250e+01
1.012604999542236328e+01,4.739970016479492188e+01,3.367979079484939575e-03,4.739970016479492188e+01
1.052314949035644531e+01,4.752334213256835938e+01,3.302496625110507011e-03,4.752334213256835938e+01
1.092024993896484375e+01,4.777841567993164062e+01,3.263369202613830566e-03,4.777841567993164062e+01
1.131735038757324219e+01,4.774608230590820312e+01,3.206825582310557365e-03,4.774608230590820312e+01
1.171444988250732422e+01,4.804035186767578125e+01,3.165241796523332596e-03,4.804035186767578125e+01
