R_kpc,V_baryon,V_kernel,V_total
5.126000046730041504e-01,3.156866645812988281e+01,6.562475062757691546e+00,3.224355388951222778e+01
1.537800073623657227e+00,6.374437713623046875e+01,1.062558911037383425e+01,6.462390306277929142e+01
2.562999963760375977e+00,9.033964538574218750e+01,1.181046994313892995e+01,9.110838965277312695e+01
3.588200092315673828e+00,1.113324890136718750e+02,1.291023866832484046e+01,1.120785310130160894e+02
4.613399982452392578e+00,1.273217697143554688e+02,1.330644629103922760e+01,1.280152120675851961e+02
5.638599872589111328e+00,1.397995910644531250e+02,1.351659510111182705e+01,1.404515009687593192e+02
6.663799762725830078e+00,1.490911102294921875e+02,1.329280075559933039e+01,1.496825198714033434e+02
7.689000129699707031e+00,1.564511871337890625e+02,1.320850238312533165e+01,1.570077677842087667e+02
8.714200019836425781e+00,1.616625518798828125e+02,1.285316374648950521e+01,1.621727013658404530e+02
9.739399909973144531e+00,1.652693176269531250e+02,1.249888181938463738e+01,1.657412722056879204e+02
1.076459980010986328e+01,1.680166320800781250e+02,1.209550072058102366e+01,1.684514441265095854e+02
1.178979969024658203e+01,1.698514251708984375e+02,1.174815158735117215e+01,1.702572316381726694e+02
1.281499958038330078e+01,1.702547454833984375e+02,1.122538637977072007e+01,1.706244033945617673e+02
1.384019947052001953e+01,1.699335021972656250e+02,1.075174899653356242e+01,1.702732939651267259e+02
1.486539936065673828e+01,1.697337493896484375e+02,1.031468614100999837e+01,1.700468690451621967e+02
1.589060020446777344e+01,1.688294830322265625e+02,9.893236684553940563e+00,1.691191020060909693e+02
1.691580009460449219e+01,1.673163909912109375e+02,9.412092308445009436e+00,1.675809144033045470e+02
1.794099998474121094e+01,1.657788543701171875e+02,9.011320319454005912e+00,1.660235910952109464e+02
1.896619987487792969e+01,1.641251525878906250e+02,8.582624036138676971e+00,1.643494077920443885e+02
1.999139976501464844e+01,1.622751464843750000e+02,8.219901039949744970e+00,1.624831973754719172e+02
2.101659965515136719e+01,1.598503875732421875e+02,7.811126367336274967e+00,1.600411202769510055e+02
2.204179954528808594e+01,1.573878631591796875e+02,7.377965428947359960e+00,1.575606988655348175e+02
2.306699943542480469e+01,1.550370788574218750e+02,7.036955406797473778e+00,1.551966972430381873e+02
2.409219932556152344e+01,1.526066741943359375e+02,6.675988817719381352e+00,1.527526291154895830e+02
2.511739921569824219e+01,1.502586517333984375e+02,6.355129627427743344e+00,1.503929844838395695e+02
2.614259910583496094e+01,1.478085632324218750e+02,6.036542018795929998e+00,1.479317779697610717e+02
2.716779899597167969e+01,1.454231262207031250e+02,5.746275257088997002e+00,1.455366086074402006e+02
2.819299888610839844e+01,1.431790161132812500e+02,5.459101834887547078e+00,1.432830494566390485e+02
2.921819877624511719e+01,1.409461669921875000e+02,5.215683866176498817e+00,1.410426376094012824e+02
3.024339866638183594e+01,1.383790130615234375e+02,4.914516492377437373e+00,1.384662573534752994e+02
