R_kpc,V_baryon,V_kernel,V_total
7.775166630744934082e-01,5.006009674072265625e+01,2.879623275068261137e+02,2.922812262988205134e+02
2.332550048828125000e+00,1.116033477783203125e+02,4.284352735487020709e+02,4.427325278742670776e+02
3.887583255767822266e+00,1.572528381347656250e+02,4.769893231383172179e+02,5.022422418177059171e+02
5.442616462707519531e+00,1.885816650390625000e+02,5.013750350861179186e+02,5.356677783630036629e+02
6.997650146484375000e+00,2.106399230957031250e+02,5.015563564396352376e+02,5.439926051576918553e+02
8.552682876586914062e+00,2.254335021972656250e+02,4.897755710232593742e+02,5.391663709803865459e+02
1.010771656036376953e+01,2.346876068115234375e+02,4.712502806730524867e+02,5.264552217158936855e+02
1.166275024414062500e+01,2.404556579589843750e+02,4.510030044157920770e+02,5.110994344225700274e+02
1.321778297424316406e+01,2.432626495361328125e+02,4.281689868025544570e+02,4.924483689720944426e+02
1.477281665802001953e+01,2.434739227294921875e+02,4.036902690610011177e+02,4.714290870489361964e+02
1.632785034179687500e+01,2.420254821777343750e+02,3.786493159627553382e+02,4.493902985340944269e+02
1.788288307189941406e+01,2.391756134033203125e+02,3.545455334645680523e+02,4.276768733003049761e+02
1.943791580200195312e+01,2.364122314453125000e+02,3.336796101901762199e+02,4.089411014365858250e+02
2.099295043945312500e+01,2.322327880859375000e+02,3.117880461328627462e+02,3.887722368143051312e+02
2.254798316955566406e+01,2.281174011230468750e+02,2.913890073044165661e+02,3.700609415391650714e+02
2.410301589965820312e+01,2.229326171875000000e+02,2.718942558970794039e+02,3.516040948493439942e+02
2.565805053710937500e+01,2.179147033691406250e+02,2.530953342035457183e+02,3.339821321595730410e+02
2.721308326721191406e+01,2.128810882568359375e+02,2.371695416149429718e+02,3.186969576962450219e+02
2.876811599731445312e+01,2.075803375244140625e+02,2.202172835868932737e+02,3.026305497576875041e+02
3.032315063476562500e+01,2.030265350341796875e+02,2.062892085457588109e+02,2.894391317702835522e+02
3.187818336486816406e+01,1.979980926513671875e+02,1.931225491827117651e+02,2.765855475193505413e+02
3.343321609497070312e+01,1.932295532226562500e+02,1.795975894446465020e+02,2.638047654811750817e+02
3.498825073242187500e+01,1.885759277343750000e+02,1.702247881971141510e+02,2.540420386924226648e+02
3.654328155517578125e+01,1.840515441894531250e+02,1.579811256500956347e+02,2.425551663393738124e+02
3.809831619262695312e+01,1.797457275390625000e+02,1.500191699796435216e+02,2.341244940306997648e+02
3.965335083007812500e+01,1.754743499755859375e+02,1.391969833477277234e+02,2.239800174568762543e+02
4.120838165283203125e+01,1.710533752441406250e+02,1.331551501998091851e+02,2.167707356569002854e+02
4.276341629028320312e+01,1.668550262451171875e+02,1.256622823544564511e+02,2.088818058517929614e+02
4.431845092773437500e+01,1.628955993652343750e+02,1.145178482999912717e+02,1.991213553131853757e+02
4.587348175048828125e+01,1.588919372558593750e+02,1.117238475657219396e+02,1.942391993197785780e+02
