R_kpc,V_baryon,V_kernel,V_total
2.980999946594238281e-01,1.197499179840087891e+01,3.212274916605176855e+01,3.428223206163300318e+01
8.942999839782714844e-01,2.074129486083984375e+01,5.563823556595744435e+01,5.937857005145764333e+01
1.490499973297119141e+00,3.011751937866210938e+01,6.589735275562978245e+01,7.245361345468778325e+01
2.086699962615966797e+00,3.697005081176757812e+01,6.785440464552878836e+01,7.727227767943629999e+01
2.682899951934814453e+00,4.275957870483398438e+01,7.051133495680502961e+01,8.246350677231492909e+01
3.279099941253662109e+00,4.746195220947265625e+01,7.253749501640065489e+01,8.668520719329782764e+01
3.875299930572509766e+00,5.138718414306640625e+01,7.425541258963505697e+01,9.030231933334786731e+01
4.471499919891357422e+00,5.425894927978515625e+01,7.249655014886054971e+01,9.055265581357899407e+01
5.067699909210205078e+00,5.673141098022460938e+01,7.197816369045720819e+01,9.164774372077921782e+01
5.663899898529052734e+00,5.869078445434570312e+01,7.190762072739155997e+01,9.281871617821089160e+01
6.260099887847900391e+00,5.974818420410156250e+01,6.810333816232083848e+01,9.059751722776844929e+01
6.856299877166748047e+00,6.088831710815429688e+01,6.642858969962220783e+01,9.011184570583382936e+01
7.452500343322753906e+00,6.157293701171875000e+01,6.534811510705543469e+01,8.978642832045925104e+01
8.048700332641601562e+00,6.238932418823242188e+01,6.296811244695061305e+01,8.864203810555585505e+01
8.644899368286132812e+00,6.236803054809570312e+01,6.020543347854478355e+01,8.668601652270022839e+01
9.241100311279296875e+00,6.216041183471679688e+01,5.836280166072188536e+01,8.526507705816980831e+01
9.837299346923828125e+00,6.214541244506835938e+01,5.529556430421244784e+01,8.318444372486386840e+01
1.043350028991699219e+01,6.141738891601562500e+01,5.243178879254826086e+01,8.075387408113240895e+01
1.102969932556152344e+01,6.185666656494140625e+01,5.130056386684071867e+01,8.036165234431736337e+01
1.162590026855468750e+01,6.126248168945312500e+01,4.969487658278951159e+01,7.888391668339660612e+01
1.222209930419921875e+01,6.040925216674804688e+01,4.669258398901718010e+01,7.635100020040781033e+01
1.281830024719238281e+01,5.995217514038085938e+01,4.426498252880490725e+01,7.452282779034322857e+01
1.341449928283691406e+01,5.901231765747070312e+01,4.302710358508643651e+01,7.303276837285443435e+01
1.401070022583007812e+01,5.837784576416015625e+01,3.993097926426274569e+01,7.072804256724207050e+01
1.460690021514892578e+01,5.762358474731445312e+01,3.902964394947300519e+01,6.959734654342172178e+01
1.520310020446777344e+01,5.723202514648437500e+01,3.659589292728818322e+01,6.793205442070345157e+01
1.579930114746093750e+01,5.639082336425781250e+01,3.613179992713561717e+01,6.697336795176633473e+01
1.639550018310546875e+01,5.516152954101562500e+01,3.359271376905419970e+01,6.458533000584074557e+01
1.699169921875000000e+01,5.446992492675781250e+01,3.087961662303224486e+01,6.261408291299529338e+01
1.758790016174316406e+01,5.356883239746093750e+01,3.116634347433108232e+01,6.197548578758261328e+01
