R_kpc,V_baryon,V_kernel,V_total
1.919500082731246948e-01,1.092290687561035156e+01,3.635666478554379211e+01,3.796204647677551947e+01
5.758500099182128906e-01,1.891902923583984375e+01,6.297159219307626188e+01,6.575219449047708054e+01
9.597500562667846680e-01,2.547612380981445312e+01,7.911734326884426594e+01,8.311790964569161133e+01
1.343650102615356445e+00,3.125076484680175781e+01,9.080263857356666790e+01,9.602983631376822871e+01
1.727550029754638672e+00,3.656947708129882812e+01,9.944718397877956306e+01,1.059578645569335862e+02
2.111449956893920898e+00,4.171576690673828125e+01,9.439190289887962138e+01,1.031990142058868258e+02
2.495349884033203125e+00,4.590347671508789062e+01,9.495422048455918684e+01,1.054676876499191280e+02
2.879250049591064453e+00,4.950068664550781250e+01,9.798341985017124500e+01,1.097773584881175850e+02
3.263150215148925781e+00,5.250545120239257812e+01,1.004573857504228158e+02,1.133512631670899253e+02
3.647049903869628906e+00,5.530285263061523438e+01,1.015964454957211558e+02,1.156730014088990686e+02
4.030950069427490234e+00,5.749723052978515625e+01,1.008212392197067402e+02,1.160640078509368607e+02
4.414850234985351562e+00,5.947610855102539062e+01,9.787480443962094512e+01,1.145289693256565045e+02
4.798749923706054688e+00,6.109770202636718750e+01,9.664002362558117909e+01,1.143338242409989505e+02
5.182650089263916016e+00,6.260565948486328125e+01,9.594635464231843969e+01,1.145651407497451402e+02
5.566550254821777344e+00,6.343862533569335938e+01,9.466989247999771351e+01,1.139598515736570761e+02
5.950449943542480469e+00,6.428630828857421875e+01,9.095965437195498282e+01,1.113839674982580590e+02
6.334350109100341797e+00,6.479194641113281250e+01,8.847165228155363081e+01,1.096596067436781112e+02
6.718250274658203125e+00,6.608409118652343750e+01,8.860172201263169711e+01,1.105322218956871154e+02
7.102149963378906250e+00,6.661367797851562500e+01,8.696818756199039058e+01,1.095483818777634468e+02
7.486050128936767578e+00,6.658799743652343750e+01,8.574087148438336214e+01,1.085608514552220782e+02
7.869950294494628906e+00,6.684877777099609375e+01,8.189768960522081898e+01,1.057165589679159154e+02
8.253849983215332031e+00,6.690262603759765625e+01,7.963156340604156469e+01,1.040055157973444580e+02
8.637750625610351562e+00,6.714222717285156250e+01,7.848284067206236614e+01,1.032842431992294649e+02
9.021650314331054688e+00,6.680337524414062500e+01,7.531425813210185538e+01,1.006723814954112441e+02
9.405550003051757812e+00,6.682409667968750000e+01,7.692777528223626859e+01,1.018986877776732740e+02
9.789449691772460938e+00,6.679594421386718750e+01,7.193308207348646022e+01,9.816346845328173742e+01
1.017335033416748047e+01,6.655838775634765625e+01,6.980310769552767169e+01,9.644943176049397948e+01
1.055725002288818359e+01,6.594814300537109375e+01,6.789368870390694610e+01,9.465046582382345264e+01
1.094115066528320312e+01,6.571039581298828125e+01,6.533446479420102548e+01,9.266308999259598522e+01
1.132505035400390625e+01,6.488930511474609375e+01,6.492256048248955835e+01,9.179085428252105316e+01
