R_kpc,V_baryon,V_kernel,V_total
2.310000061988830566e-01,7.297668457031250000e+00,2.233550217460111753e+01,2.349745993885582962e+01
6.930000185966491699e-01,1.263993167877197266e+01,3.868622547368242692e+01,4.069879493845717633e+01
1.154999971389770508e+00,1.788972663879394531e+01,4.851903606608613018e+01,5.171207971705475614e+01
1.617000102996826172e+00,2.263596725463867188e+01,5.555970239549825607e+01,5.999389597452491074e+01
2.078999996185302734e+00,2.733111000061035156e+01,5.737337435381756023e+01,6.355071712995512456e+01
2.541000127792358398e+00,3.131142807006835938e+01,6.080929949469562246e+01,6.839719601426446616e+01
3.003000259399414062e+00,3.481232070922851562e+01,6.477951247410133817e+01,7.354102896655972188e+01
3.465000152587890625e+00,3.837791824340820312e+01,6.727803801423482355e+01,7.745449646772136987e+01
3.927000045776367188e+00,4.115687942504882812e+01,6.919946614295272980e+01,8.051369316050941904e+01
4.388999938964843750e+00,4.396142578125000000e+01,6.960469260903015254e+01,8.232508831936547722e+01
4.851000308990478516e+00,4.637215042114257812e+01,7.110650139802729086e+01,8.489117010485119863e+01
5.313000202178955078e+00,4.856561660766601562e+01,7.205381843266613373e+01,8.689287595282260668e+01
5.775000095367431641e+00,5.056829452514648438e+01,7.253328213426742366e+01,8.842075186809506704e+01
6.237000465393066406e+00,5.236196517944335938e+01,7.284370425885362010e+01,8.971053806981835521e+01
6.699000358581542969e+00,5.400640487670898438e+01,7.304528064263108433e+01,9.084219655287601825e+01
7.161000251770019531e+00,5.535378646850585938e+01,7.242263801649144739e+01,9.115415648951301364e+01
7.623000144958496094e+00,5.663530349731445312e+01,7.254713022270570377e+01,9.203610009522198254e+01
8.085000038146972656e+00,5.784413909912109375e+01,7.208508793185546892e+01,9.242404577857882941e+01
8.546999931335449219e+00,5.872220230102539062e+01,7.097909781281396135e+01,9.212127574812258501e+01
9.009000778198242188e+00,5.963021469116210938e+01,7.053502171791981823e+01,9.236315141829719266e+01
9.471000671386718750e+00,6.044219207763671875e+01,7.021990155317816118e+01,9.265038110585356890e+01
9.933000564575195312e+00,6.109911727905273438e+01,6.917541944115950514e+01,9.229485741709338242e+01
1.039500045776367188e+01,6.154599761962890625e+01,6.794848114868935340e+01,9.167827443033145585e+01
1.085700035095214844e+01,6.230461883544921875e+01,6.784787162291625862e+01,9.211514078736107081e+01
1.131900024414062500e+01,6.257504653930664062e+01,6.678795978799301736e+01,9.152195390862209479e+01
1.178100013732910156e+01,6.327473831176757812e+01,6.650201785020190925e+01,9.179439528152956029e+01
1.224300003051757812e+01,6.363183975219726562e+01,6.568671457235041089e+01,9.145356995567509273e+01
1.270499992370605469e+01,6.377262115478515625e+01,6.446966442424735533e+01,9.068232957197373878e+01
1.316700077056884766e+01,6.400286102294921875e+01,6.359674278857902152e+01,9.022700207950045126e+01
1.362900066375732422e+01,6.419107818603515625e+01,6.288054941271034437e+01,8.985798864514249829e+01
