R_kpc,V_baryon,V_kernel,V_total
1.318166702985763550e-01,1.401316070556640625e+01,3.640591495657059085e+01,3.900973354725189068e+01
3.954499959945678711e-01,2.427150535583496094e+01,6.305689486298280144e+01,6.756684058613750210e+01
6.590833663940429688e-01,3.133438110351562500e+01,8.140609767446976264e+01,8.722841385356912269e+01
9.227166771888732910e-01,3.647177505493164062e+01,9.240375207084885290e+01,9.934104804388971388e+01
1.186350107192993164e+00,4.063496398925781250e+01,9.968449276419633520e+01,1.076484947179379930e+02
1.449983358383178711e+00,4.408276367187500000e+01,1.035516542855501569e+02,1.125443696696400622e+02
1.713616609573364258e+00,4.634926986694335938e+01,1.032570055254464592e+02,1.131824371220843659e+02
1.977250099182128906e+00,4.790444946289062500e+01,9.709741453298467206e+01,1.082716218158335693e+02
2.240883350372314453e+00,4.872516250610351562e+01,7.632691513357310953e+01,9.055351639350924131e+01
2.504516601562500000e+00,4.642962265014648438e+01,7.640368097381760037e+01,8.940487921409210514e+01
2.768150091171264648e+00,4.748323059082031250e+01,7.111969311591811049e+01,8.551413903831851826e+01
3.031783342361450195e+00,4.817448043823242188e+01,5.816020695493723025e+01,7.552079310110066501e+01
3.295416831970214844e+00,4.788116836547851562e+01,7.043655189232813996e+01,8.516991278410768018e+01
3.559050083160400391e+00,4.690167236328125000e+01,8.033621716042020466e+01,9.302512904236853331e+01
3.822683334350585938e+00,4.544593429565429688e+01,4.629772209378671022e+01,6.487535802510846850e+01
4.086316585540771484e+00,4.490768432617187500e+01,4.344950117579854520e+01,6.248647234136286954e+01
4.349949836730957031e+00,4.384071350097656250e+01,3.819414254443123014e+01,5.814465326593038697e+01
4.613583564758300781e+00,4.197393417358398438e+01,6.678680607467160257e+01,7.888148466454187258e+01
4.877216339111328125e+00,4.103194427490234375e+01,3.064641673744421624e+01,5.121350741985495603e+01
5.140850067138671875e+00,4.059837341308593750e+01,2.878585296352198952e+01,4.976799409370389071e+01
5.404483795166015625e+00,4.003062057495117188e+01,8.090002692657472494e+01,9.026220093839918945e+01
5.668116569519042969e+00,3.869230270385742188e+01,2.680973105888163133e+01,4.707287879162281286e+01
5.931750297546386719e+00,3.727524185180664062e+01,2.156900519273829175e+01,4.306582854793341397e+01
6.195383071899414062e+00,3.677183151245117188e+01,5.207776447500494044e+01,6.375155806137720305e+01
6.459016799926757812e+00,3.603164291381835938e+01,6.297995103562901420e+01,7.255862133010265325e+01
6.722650051116943359e+00,3.570127868652343750e+01,2.120141509040135830e+01,4.152205800130364111e+01
6.986283302307128906e+00,3.452848434448242188e+01,1.547624279772444211e+01,3.783821187183077228e+01
7.249917030334472656e+00,3.446928787231445312e+01,5.587750892903067523e+01,6.565384863091730949e+01
7.513549804687500000e+00,3.432616043090820312e+01,6.759367503729693283e+01,7.581022479433768524e+01
7.777183532714843750e+00,3.259909439086914062e+01,1.742503589415001031e+01,3.696393923334999698e+01
