R_kpc,V_baryon,V_kernel,V_total
2.779333293437957764e-01,1.244555854797363281e+01,4.388254586708296046e+01,4.561326291522795628e+01
8.337999582290649414e-01,2.155633926391601562e+01,7.600679740680526209e+01,7.900448723187538747e+01
1.389666676521301270e+00,3.167934608459472656e+01,9.036258094774159133e+01,9.575477549025686130e+01
1.945533275604248047e+00,3.915653228759765625e+01,9.376174060362080809e+01,1.016095370022407707e+02
2.501399993896484375e+00,4.533970260620117188e+01,9.955917135723194633e+01,1.093970626755663744e+02
3.057266712188720703e+00,5.065200042724609375e+01,1.064379565891724724e+02,1.178756287237492870e+02
3.613133430480957031e+00,5.534584426879882812e+01,1.076771920672904201e+02,1.210683290094994220e+02
4.168999671936035156e+00,5.898698425292968750e+01,1.050644309133914192e+02,1.204906593833046884e+02
4.724866867065429688e+00,6.224327850341796875e+01,1.063325163461387461e+02,1.232105103575989062e+02
5.280733108520507812e+00,6.464636993408203125e+01,1.061689593638839142e+02,1.243020565104316120e+02
5.836600303649902344e+00,6.684558105468750000e+01,1.038560497212112494e+02,1.235087470856354059e+02
6.392466545104980469e+00,6.813837432861328125e+01,1.002223566960809080e+02,1.211914133606068447e+02
6.948333263397216797e+00,6.978408813476562500e+01,9.952199367207782643e+01,1.215501792352497858e+02
7.504199981689453125e+00,7.048719787597656250e+01,9.726186179761894834e+01,1.201179194981243370e+02
8.060066223144531250e+00,7.144125366210937500e+01,9.435749704451491482e+01,1.183519741599950663e+02
8.615933418273925781e+00,7.166817474365234375e+01,9.093329211600324413e+01,1.157807875404718345e+02
9.171799659729003906e+00,7.184845733642578125e+01,8.781772760281805290e+01,1.134643290418469093e+02
9.727666854858398438e+00,7.230368804931640625e+01,8.700281615766739662e+01,1.131252105481018333e+02
1.028353309631347656e+01,7.204057312011718750e+01,8.293648023776761136e+01,1.098558327650874844e+02
1.083939933776855469e+01,7.213207244873046875e+01,8.037837702127434625e+01,1.079986997009934981e+02
1.139526653289794922e+01,7.146881866455078125e+01,7.791371466613219354e+01,1.057276639544398762e+02
1.195113372802734375e+01,7.144399261474609375e+01,7.477075466882459409e+01,1.034161974468726726e+02
1.250699996948242188e+01,7.075937652587890625e+01,7.198988687797512398e+01,1.009427212475466433e+02
1.306286621093750000e+01,7.042777252197265625e+01,6.934778355534224659e+01,9.883919451867814132e+01
1.361873340606689453e+01,7.006302642822265625e+01,6.841007577702271192e+01,9.792224519758897827e+01
1.417459964752197266e+01,6.954981994628906250e+01,6.483990054317905560e+01,9.508622375792984371e+01
1.473046684265136719e+01,6.885164642333984375e+01,6.293805619318137445e+01,9.328316157690146326e+01
1.528633308410644531e+01,6.799886322021484375e+01,6.162023052971198211e+01,9.176545115335400737e+01
1.584219932556152344e+01,6.785361480712890625e+01,5.839143016632453964e+01,8.951911750078167529e+01
1.639806747436523438e+01,6.689839935302734375e+01,5.674969214720534438e+01,8.772641309717575098e+01
