R_kpc,V_baryon,V_kernel,V_total
4.803333058953285217e-02,2.744768381118774414e+00,5.532524217085134310e+00,6.175967746654287716e+00
1.440999954938888550e-01,4.754078388214111328e+00,9.582613808191618787e+00,1.069709065755080424e+01
2.401666641235351562e-01,6.137488842010498047e+00,1.237110139171315559e+01,1.380988484674919192e+01
3.362333178520202637e-01,7.261974811553955078e+00,1.463768357180399526e+01,1.634007524102003828e+01
4.322999715805053711e-01,8.234305381774902344e+00,1.659757405283036391e+01,1.852790467566780919e+01
5.283666253089904785e-01,9.103366851806640625e+00,1.834930729223857426e+01,2.048336795036067670e+01
6.244332790374755859e-01,9.896403312683105469e+00,1.994779980023679045e+01,2.226776849770531541e+01
7.204999923706054688e-01,1.063044261932373047e+01,2.142737521329050665e+01,2.391942135672211123e+01
8.165665864944458008e-01,1.131518077850341797e+01,2.252783394263127548e+01,2.520985148871950798e+01
9.126332998275756836e-01,1.196038532257080078e+01,2.350486250564603807e+01,2.637289087636967722e+01
1.008699893951416016e+00,1.257214164733886719e+01,2.437019301916010150e+01,2.742198122180471387e+01
1.104766607284545898e+00,1.315511894226074219e+01,2.513198451822591650e+01,2.836677290860162870e+01
1.200833320617675781e+00,1.371298599243164062e+01,2.579568632630041236e+01,2.921409630700762250e+01
1.296899914741516113e+00,1.424869346618652344e+01,2.636456878496439415e+01,2.996857947537397848e+01
1.392966628074645996e+00,1.476465320587158203e+01,2.683998488124899851e+01,3.063298497182527669e+01
1.489033222198486328e+00,1.526286697387695312e+01,2.722147676733292343e+01,3.120839480071066063e+01
1.585099935531616211e+00,1.574502182006835938e+01,2.750672343507709883e+01,3.169425105719020763e+01
1.681166648864746094e+00,1.607048034667968750e+01,2.737789627075946086e+01,3.174601628033742884e+01
1.777233242988586426e+00,1.637040901184082031e+01,2.705858011880977898e+01,3.162525973737139040e+01
1.873299837112426758e+00,1.664558029174804688e+01,2.650592229191981986e+01,3.129918951739298194e+01
1.969366550445556641e+00,1.689655494689941406e+01,2.564906850378320158e+01,3.071430083695181779e+01
2.065433263778686523e+00,1.712370109558105469e+01,2.435883652442493386e+01,2.977539331721332516e+01
2.161499977111816406e+00,1.732719993591308594e+01,2.235603448994187303e+01,2.828469817187491842e+01
2.257566452026367188e+00,1.747408866882324219e+01,2.215958226803306275e+01,2.822039806259478567e+01
2.353633403778076172e+00,1.759310340881347656e+01,2.185155533522031490e+01,2.805365829116434639e+01
2.449699878692626953e+00,1.768336677551269531e+01,2.140851375181904714e+01,2.776735326953270189e+01
2.545766353607177734e+00,1.774368476867675781e+01,2.079448562920703480e+01,2.733585522664271394e+01
2.641833305358886719e+00,1.807537078857421875e+01,2.118320216703460801e+01,2.784685042707097224e+01
2.737899780273437500e+00,1.840107917785644531e+01,2.156491083004617337e+01,2.834863453564522473e+01
2.833966732025146484e+00,1.872112274169921875e+01,2.193998163403201573e+01,2.884169260522142153e+01
