R_kpc,V_baryon,V_kernel,V_total
2.260500043630599976e-01,8.264132499694824219e+00,2.274380326829310306e+01,2.419868736699432787e+01
6.781499981880187988e-01,1.431389617919921875e+01,3.939342467753080967e+01,4.191335737975244058e+01
1.130249977111816406e+00,1.945389366149902344e+01,4.858719225385020479e+01,5.233707319486626375e+01
1.582350015640258789e+00,2.402029228210449219e+01,5.436405013361514449e+01,5.943420204898650638e+01
2.034450054168701172e+00,2.779975318908691406e+01,5.175855696156452979e+01,5.875180433560174720e+01
2.486549854278564453e+00,3.085641670227050781e+01,5.228497269329849928e+01,6.071109321019719118e+01
2.938650131225585938e+00,3.346840286254882812e+01,5.420825699392059960e+01,6.370768524693129109e+01
3.390749931335449219e+00,3.541045379638671875e+01,5.475024474593770663e+01,6.520344751847686382e+01
3.842850208282470703e+00,3.727731323242187500e+01,5.363048155438314524e+01,6.531329553939204402e+01
4.294950008392333984e+00,3.852246856689453125e+01,5.216514958328217944e+01,6.484738562090623759e+01
4.747050285339355469e+00,3.964874267578125000e+01,5.132562197610483423e+01,6.485632041969736861e+01
5.199150085449218750e+00,4.045965957641601562e+01,5.002210651398046082e+01,6.433657706845359314e+01
5.651249885559082031e+00,4.094324874877929688e+01,4.959711860756846136e+01,6.431348057404616725e+01
6.103349685668945312e+00,4.145315551757812500e+01,4.701589213769599951e+01,6.268060504849687931e+01
6.555449962615966797e+00,4.155190277099609375e+01,4.522855911095490455e+01,6.141810179579351114e+01
7.007550239562988281e+00,4.154284286499023438e+01,4.312569513614252514e+01,5.988015798437174908e+01
7.459650039672851562e+00,4.146770095825195312e+01,4.300387841853335402e+01,5.974030255585994809e+01
7.911749839782714844e+00,4.160744476318359375e+01,4.023166677249508894e+01,5.787716695427014457e+01
8.363849639892578125e+00,4.112024307250976562e+01,3.872093160408144996e+01,5.648172212261583525e+01
8.815950393676757812e+00,4.129758071899414062e+01,3.717584317312281428e+01,5.556557772521860272e+01
9.268049240112304688e+00,4.088599395751953125e+01,3.543900980700718861e+01,5.410718960436220470e+01
9.720149993896484375e+00,4.052168273925781250e+01,3.552927829226676693e+01,5.389189484362677263e+01
1.017225074768066406e+01,4.019750213623046875e+01,3.249883064319976711e+01,5.169151987099835566e+01
1.062434959411621094e+01,3.964658737182617188e+01,3.180450817441594680e+01,5.082694825510802161e+01
1.107645034790039062e+01,3.935580062866210938e+01,2.967632903001759104e+01,4.929060288755024999e+01
1.152854919433593750e+01,3.890106201171875000e+01,3.060532889503176079e+01,4.949726011924426672e+01
1.198064994812011719e+01,3.837179183959960938e+01,2.695423716510920542e+01,4.689269996846675070e+01
1.243275070190429688e+01,3.774066162109375000e+01,2.787595549995194943e+01,4.691936102485426829e+01
1.288484954833984375e+01,3.745093536376953125e+01,2.457078203871174082e+01,4.479169387017535087e+01
1.333695030212402344e+01,3.669348144531250000e+01,2.670199110196690739e+01,4.538070019185766313e+01
