R_kpc,V_baryon,V_kernel,V_total
1.807666569948196411e-01,1.957414436340332031e+01,5.407324720592043121e+01,5.750707077079063367e+01
5.422999858856201172e-01,3.390341567993164062e+01,9.365760805726881699e+01,9.960516651961187051e+01
9.038332700729370117e-01,4.430421066284179688e+01,1.165500345071858703e+02,1.246867016996423416e+02
1.265366554260253906e+00,5.303243255615234375e+01,1.320888218454655600e+02,1.423372608327379965e+02
1.626899957656860352e+00,6.080276870727539062e+01,1.421733449965927036e+02,1.546293522912780531e+02
1.988433361053466797e+00,6.550197601318359375e+01,1.186365218360309370e+02,1.355180176301791448e+02
2.349966526031494141e+00,7.012692260742187500e+01,1.213196639535789245e+02,1.401293902722027838e+02
2.711499929428100586e+00,7.411061859130859375e+01,1.201610201306832408e+02,1.411773868149887505e+02
3.073033332824707031e+00,7.680496978759765625e+01,1.169487979960651955e+02,1.399143479800881948e+02
3.434566497802734375e+00,7.673774719238281250e+01,1.179918310109819970e+02,1.407506796642528855e+02
3.796099901199340820e+00,7.819230651855468750e+01,1.029832683512374985e+02,1.293042543050952418e+02
4.157633304595947266e+00,7.743842315673828125e+01,9.379111214967842614e+01,1.216284596257381168e+02
4.519166469573974609e+00,7.841764831542968750e+01,9.965603158648698923e+01,1.268095117421624707e+02
4.880700111389160156e+00,7.913382720947265625e+01,8.831859697138730780e+01,1.185847256970752994e+02
5.242233276367187500e+00,7.890861511230468750e+01,8.430109754700707470e+01,1.154696686734984183e+02
5.603766441345214844e+00,7.718716430664062500e+01,9.018751913147673349e+01,1.187082432079928509e+02
5.965299606323242188e+00,7.591804504394531250e+01,7.182587738459865534e+01,1.045107959339842552e+02
6.326833248138427734e+00,7.535990905761718750e+01,6.832550262420814136e+01,1.017226131767510395e+02
6.688366413116455078e+00,7.560618591308593750e+01,7.755780146742655745e+01,1.083120860228303570e+02
7.049900054931640625e+00,7.376412200927734375e+01,6.133032537903171288e+01,9.592994484992890136e+01
7.411433219909667969e+00,7.239363098144531250e+01,8.274859479164865661e+01,1.099462042574343030e+02
7.772966384887695312e+00,7.115798950195312500e+01,5.433660280780055984e+01,8.953170319696218371e+01
8.134499549865722656e+00,6.926858520507812500e+01,4.941138684156627647e+01,8.508596751731104746e+01
8.496032714843750000e+00,6.869838714599609375e+01,6.960730884113745276e+01,9.779900667094855748e+01
8.857566833496093750e+00,6.844599151611328125e+01,4.580871193724807000e+01,8.236074067767223994e+01
9.219099044799804688e+00,6.684632110595703125e+01,4.254240057388329888e+01,7.923563914458723900e+01
9.580633163452148438e+00,6.595532989501953125e+01,7.134245664152686572e+01,9.715889865780766854e+01
9.942166328430175781e+00,6.520536804199218750e+01,3.853766730445452282e+01,7.574227376864139671e+01
1.030369949340820312e+01,6.480776214599609375e+01,3.714647040174404680e+01,7.469876947945759582e+01
1.066523361206054688e+01,6.290007400512695312e+01,5.934761274065449754e+01,8.647865821963139865e+01
