R_kpc,V_baryon,V_kernel,V_total
5.628333240747451782e-02,3.965402364730834961e+00,3.940992820154083365e+00,5.590692281606974845e+00
1.688500046730041504e-01,6.868278503417968750e+00,6.826000512721566160e+00,9.683363635157501648e+00
2.814166545867919922e-01,8.866909980773925781e+00,8.812328532764670541e+00,1.250116904013628449e+01
3.939833045005798340e-01,1.049146842956542969e+01,1.042688672626574764e+01,1.479158119996473886e+01
5.065499544143676758e-01,1.189620685577392578e+01,1.182297886536793996e+01,1.677207721553844522e+01
6.191166639328002930e-01,1.315175247192382812e+01,1.307079535116632307e+01,1.854222986925198668e+01
7.316833138465881348e-01,1.429746246337890625e+01,1.420945250260056447e+01,2.015752899330779258e+01
8.442499637603759766e-01,1.521753025054931641e+01,1.504044368627887884e+01,2.139598497870189320e+01
9.568166732788085938e-01,1.604656600952148438e+01,1.576336716132914795e+01,2.249391080527360032e+01
1.069383382797241211e+00,1.679691123962402344e+01,1.638919749153147265e+01,2.346789349057924312e+01
1.181949973106384277e+00,1.747750091552734375e+01,1.692500594982917761e+01,2.432938284491909542e+01
1.294516563415527344e+00,1.809496116638183594e+01,1.737494686858589077e+01,2.508617928244295570e+01
1.407083272933959961e+00,1.865422821044921875e+01,1.774076134226200097e+01,2.574324838889748079e+01
1.519649982452392578e+00,1.915898132324218750e+01,1.802195538591758961e+01,2.630318297791912840e+01
1.632216691970825195e+00,1.961190032958984375e+01,1.821572381294297927e+01,2.676638268385619313e+01
1.744783282279968262e+00,1.962429237365722656e+01,1.763076466293411926e+01,2.638099157733978473e+01
1.857349991798400879e+00,1.949932479858398438e+01,1.662658235931810680e+01,2.562551276133350342e+01
1.969916701316833496e+00,1.921054077148437500e+01,1.486002095074523233e+01,2.428713886018707413e+01
2.082483291625976562e+00,1.871463394165039062e+01,1.066083961343696807e+01,2.153812943535194080e+01
2.195049762725830078e+00,1.865469741821289062e+01,1.131647910042394756e+01,2.181880933803562783e+01
2.307616710662841797e+00,1.849707412719726562e+01,1.194955481301563260e+01,2.202120828609674064e+01
2.420183181762695312e+00,1.822410011291503906e+01,1.256398704808772315e+01,2.213530209673355031e+01
2.532750129699707031e+00,1.780882453918457031e+01,1.316263605942352122e+01,2.214518511714634741e+01
2.645316600799560547e+00,1.782219505310058594e+01,1.226422645899334896e+01,2.163427596175628054e+01
2.757883071899414062e+00,1.778513908386230469e+01,1.079683852626657625e+01,2.080583762766682554e+01
2.870450019836425781e+00,1.769237136840820312e+01,7.276609525864242478e+00,1.913031797234819109e+01
2.983016490936279297e+00,1.803594398498535156e+01,7.417915942458223277e+00,1.950181440316037396e+01
3.095583438873291016e+00,1.837309455871582031e+01,7.556580754340671113e+00,1.986636681360366552e+01
3.208149909973144531e+00,1.870416641235351562e+01,7.692745678502547868e+00,2.022434651075307954e+01
3.320716381072998047e+00,1.902948188781738281e+01,7.826542714198292394e+00,2.057610157828505493e+01
