R_kpc,V_baryon,V_kernel,V_total
2.451166659593582153e-01,1.949985694885253906e+01,3.454467713243133176e+01,3.966836439112567092e+01
7.353500127792358398e-01,3.377474212646484375e+01,5.983313669236375887e+01,6.870762258107873777e+01
1.225583314895629883e+00,4.462307357788085938e+01,7.304611366179324250e+01,8.559762538231780127e+01
1.715816736221313477e+00,5.392817687988281250e+01,8.041874273407073304e+01,9.682676527667481992e+01
2.206049919128417969e+00,6.008277511596679688e+01,7.014655650658693276e+01,9.236059403846449811e+01
2.696283340454101562e+00,6.407081604003906250e+01,6.546286031113523052e+01,9.159942912514631530e+01
3.186516761779785156e+00,6.737032318115234375e+01,6.677401752135995139e+01,9.485530912842536111e+01
3.676749944686889648e+00,6.963814544677734375e+01,6.583671858238088248e+01,9.583289990969628036e+01
4.166983127593994141e+00,6.932515716552734375e+01,5.533579576302872027e+01,8.870190433012206199e+01
4.657216548919677734e+00,7.066093444824218750e+01,5.532042172811043201e+01,8.974027431211413841e+01
5.147449970245361328e+00,7.093248748779296875e+01,5.086578802572812918e+01,8.728543040065912351e+01
5.637683391571044922e+00,6.990575408935546875e+01,5.244397876134693348e+01,8.739099130600138210e+01
6.127916336059570312e+00,6.884618377685546875e+01,4.306022046230471290e+01,8.120332173785925534e+01
6.618149757385253906e+00,6.819050598144531250e+01,4.450718991325114615e+01,8.142994084778770514e+01
7.108383178710937500e+00,6.720849609375000000e+01,3.752086003632830113e+01,7.697270211873484413e+01
7.598616600036621094e+00,6.575849151611328125e+01,4.297542947156644288e+01,7.855613749086910502e+01
8.088850021362304688e+00,6.440126800537109375e+01,3.183575092540305107e+01,7.184036800075777762e+01
8.579082489013671875e+00,6.233612823486328125e+01,3.685401658535415237e+01,7.241554741368429404e+01
9.069316864013671875e+00,6.076128768920898438e+01,2.611866275912645108e+01,6.613711988253062657e+01
9.559549331665039062e+00,5.960895919799804688e+01,3.935957335812924640e+01,7.143111396497822341e+01
1.004978370666503906e+01,5.857067489624023438e+01,2.248635394864363946e+01,6.273882402217092391e+01
1.054001617431640625e+01,5.660571670532226562e+01,3.370681348381085485e+01,6.588138242798976307e+01
1.103025054931640625e+01,5.600524139404296875e+01,1.891863202563724755e+01,5.911431126152610460e+01
1.152048301696777344e+01,5.454524612426757812e+01,3.333690499342554148e+01,6.392599684346976119e+01
1.201071739196777344e+01,5.334606170654296875e+01,1.574414001211398784e+01,5.562086111176991210e+01
1.250094985961914062e+01,5.203721618652343750e+01,3.404209142918207220e+01,6.218308302942743637e+01
1.299118232727050781e+01,5.115201568603515625e+01,1.318958735904775637e+01,5.282512681760169926e+01
1.348141670227050781e+01,4.958325958251953125e+01,3.174318789950101305e+01,5.887384385057406178e+01
1.397164916992187500e+01,4.874747848510742188e+01,1.082542742746641551e+01,4.993502307377024607e+01
1.446188354492187500e+01,4.757123565673828125e+01,3.060421988036110008e+01,5.656536692555781087e+01
