R_kpc,V_baryon,V_kernel,V_total
7.553333044052124023e-02,7.508902549743652344e+00,7.887003270415352318e+00,1.088983186227709865e+01
2.265999913215637207e-01,1.300580024719238281e+01,1.366069022751027262e+01,1.886174145252440582e+01
3.776666522026062012e-01,1.679041671752929688e+01,1.763587600050271931e+01,2.435040478360514271e+01
5.287333130836486816e-01,1.986668777465820312e+01,2.086704847975156696e+01,2.881178551345090000e+01
6.797999739646911621e-01,2.252670669555664062e+01,2.366100931118469930e+01,3.266949458244505422e+01
8.308666348457336426e-01,2.497036361694335938e+01,2.567861688061614700e+01,3.581773873194976687e+01
9.819332957267761230e-01,2.721699714660644531e+01,2.736323359058661708e+01,3.859419005687629323e+01
1.132999897003173828e+00,2.931178665161132812e+01,2.876121312889997128e+01,4.106565752321490237e+01
1.284066677093505859e+00,3.128510665893554688e+01,2.989877871326178038e+01,4.327464433221550877e+01
1.435133218765258789e+00,3.315851974487304688e+01,3.078828185925798877e+01,4.524826766410983225e+01
1.586199998855590820e+00,3.494797515869140625e+01,3.143069468617196449e+01,4.700265450343651707e+01
1.737266540527343750e+00,3.621245574951171875e+01,3.128306657154503867e+01,4.785365370653563133e+01
1.888333320617675781e+00,3.736515808105468750e+01,3.062748612890598920e+01,4.831353781160311200e+01
2.039399862289428711e+00,3.841378784179687500e+01,2.925896420517308982e+01,4.828774303055175920e+01
2.190466642379760742e+00,3.936413955688476562e+01,2.668324015236431634e+01,4.755555516960857432e+01
2.341533184051513672e+00,3.985178756713867188e+01,2.589184704490663691e+01,4.752423234928711793e+01
2.492599964141845703e+00,4.018364715576171875e+01,2.453110807617696665e+01,4.707972734959562899e+01
2.643666744232177734e+00,4.094023513793945312e+01,2.445039217197616210e+01,4.768568530111390658e+01
2.794733285903930664e+00,4.162273025512695312e+01,2.421034071659384423e+01,4.815176276908054831e+01
2.945799827575683594e+00,4.223233032226562500e+01,2.377790965537738899e+01,4.846605708872681362e+01
3.096866607666015625e+00,4.264122390747070312e+01,2.427906714963315693e+01,4.906879891985992259e+01
3.247933387756347656e+00,4.295952987670898438e+01,2.475954010580401388e+01,4.958382867917011083e+01
3.398999929428100586e+00,4.318375015258789062e+01,2.522036865151824969e+01,5.000903217049317817e+01
3.550066471099853516e+00,4.330895996093750000e+01,2.566246689894149213e+01,5.034111861057785120e+01
3.701133251190185547e+00,4.342483901977539062e+01,2.390145481491850532e+01,4.956809676671355192e+01
3.852200031280517578e+00,4.344283676147460938e+01,2.105225320519593524e+01,4.827501832534667869e+01
4.003266334533691406e+00,4.341671752929687500e+01,2.057554471094131543e+01,4.804544091473204048e+01
4.154333114624023438e+00,4.328561782836914062e+01,1.992380273929974877e+01,4.765084017008346962e+01
4.305399894714355469e+00,4.303876876831054688e+01,1.903144724330749327e+01,4.705880954150730133e+01
4.456466674804687500e+00,4.228725433349609375e+01,2.134138068242462793e+01,4.736735630679283560e+01
