R_kpc,V_baryon,V_kernel,V_total
8.139999955892562866e-02,1.172401714324951172e+01,2.963025273571470919e+01,3.186541154395974118e+01
2.441999912261962891e-01,2.030659294128417969e+01,5.132110616309124396e+01,5.519251457266703653e+01
4.070000052452087402e-01,2.621569824218750000e+01,6.625526406863056650e+01,7.125323034211699280e+01
5.698000192642211914e-01,3.101883316040039062e+01,7.839428214026111164e+01,8.430795633907879960e+01
7.325999736785888672e-01,3.517205047607421875e+01,8.889076414442206442e+01,9.559623983346028808e+01
8.954000473022460938e-01,3.817975616455078125e+01,9.599355349282919292e+01,1.033075797691853666e+02
1.058200001716613770e+00,4.069509887695312500e+01,1.016884004997212259e+02,1.095290913896615308e+02
1.220999956130981445e+00,4.278735733032226562e+01,1.061203093251274652e+02,1.144214926743706116e+02
1.383800029754638672e+00,4.449607849121093750e+01,1.093424542302761182e+02,1.180494527648332195e+02
1.546600103378295898e+00,4.584045791625976562e+01,1.113308881941436113e+02,1.203989797396427548e+02
1.709399938583374023e+00,4.632509994506835938e+01,1.092912907271768432e+02,1.187038378545125852e+02
1.872200012207031250e+00,4.625645065307617188e+01,1.040403858663940753e+02,1.138598308048789960e+02
2.035000085830688477e+00,4.551348114013671875e+01,9.295485464327693137e+01,1.034991886564044137e+02
2.197800159454345703e+00,4.386133956909179688e+01,5.969854596326658935e+01,7.407923817642921449e+01
2.360599994659423828e+00,4.204415512084960938e+01,7.560000914893151958e+01,8.650475316893592037e+01
2.523399829864501953e+00,3.878319549560546875e+01,8.723410527182650753e+01,9.546688092236416878e+01
2.686200141906738281e+00,3.861763381958007812e+01,7.606916493535815960e+01,8.531025442018187732e+01
2.848999977111816406e+00,3.815620422363281250e+01,3.507520565140157487e+01,5.182823482920820624e+01
3.011800050735473633e+00,3.832414245605468750e+01,5.710225348392985012e+01,6.877068576877100270e+01
3.174600124359130859e+00,3.834375381469726562e+01,6.828771305295789773e+01,7.831637863312016634e+01
3.337399959564208984e+00,3.819909286499023438e+01,7.692213803329109112e+01,8.588472491607318204e+01
3.500200033187866211e+00,3.786737060546875000e+01,8.433464746451673477e+01,9.244604105695897545e+01
3.663000106811523438e+00,3.674633407592773438e+01,7.276685094528203024e+01,8.151875665951490646e+01
3.825799942016601562e+00,3.512057495117187500e+01,2.928276364882895422e+01,4.572674360696979790e+01
3.988600254058837891e+00,3.454319763183593750e+01,2.745994015762691376e+01,4.412800536400624196e+01
4.151400089263916016e+00,3.372364044189453125e+01,2.459888268493863706e+01,4.174193293193606991e+01
4.314199924468994141e+00,3.258908462524414062e+01,1.882768228374171215e+01,3.763681817172626154e+01
4.477000236511230469e+00,3.124589347839355469e+01,9.023054653518909163e+01,9.548747234693612995e+01
4.639800071716308594e+00,3.103085708618164062e+01,7.728120085397402761e+01,8.327843699261097754e+01
4.802599906921386719e+00,3.071449089050292969e+01,1.986999319607989634e+01,3.658136921248188855e+01
