R_kpc,V_baryon,V_kernel,V_total
1.771000027656555176e-01,8.681467056274414062e+00,1.903422991745173931e-03,8.681467056274414062e+00
5.313000082969665527e-01,1.503674125671386719e+01,3.296825336292386055e-03,1.503674221038818359e+01
8.855000138282775879e-01,2.031351852416992188e+01,4.146218765527009964e-03,2.031351852416992188e+01
1.239700078964233398e+00,2.497599411010742188e+01,4.764497280120849609e-03,2.497599411010742188e+01
1.593899965286254883e+00,2.927828598022460938e+01,5.226435605436563492e-03,2.927828598022460938e+01
1.948100090026855469e+00,3.355390930175781250e+01,5.002514924854040146e-03,3.355390930175781250e+01
2.302299976348876953e+00,3.676470184326171875e+01,5.257254000753164291e-03,3.676470184326171875e+01
2.656499862670898438e+00,3.979362487792968750e+01,5.430251359939575195e-03,3.979362487792968750e+01
3.010699987411499023e+00,4.263434982299804688e+01,5.568195600062608719e-03,4.263434982299804688e+01
3.364900112152099609e+00,4.503773880004882812e+01,5.572595167905092239e-03,4.503773880004882812e+01
3.719099998474121094e+00,4.713087463378906250e+01,5.500978324562311172e-03,4.713087463378906250e+01
4.073299884796142578e+00,4.895748138427734375e+01,5.537127144634723663e-03,4.895748138427734375e+01
4.427499771118164062e+00,5.065061187744140625e+01,5.512550473213195801e-03,5.065061187744140625e+01
4.781700134277343750e+00,5.198251342773437500e+01,5.443642381578683853e-03,5.198251342773437500e+01
5.135899543762207031e+00,5.321904754638671875e+01,5.402793642133474350e-03,5.321904754638671875e+01
5.490099906921386719e+00,5.423106765747070312e+01,5.543534178286790848e-03,5.423106765747070312e+01
5.844300270080566406e+00,5.550083923339843750e+01,5.369444843381643295e-03,5.550083923339843750e+01
6.198499679565429688e+00,5.602045059204101562e+01,5.219765938818454742e-03,5.602045059204101562e+01
6.552700042724609375e+00,5.644970703125000000e+01,5.081595387309789658e-03,5.644970703125000000e+01
6.906899929046630859e+00,5.684643554687500000e+01,4.963487852364778519e-03,5.684643554687500000e+01
7.261099815368652344e+00,5.746758270263671875e+01,4.917471669614315033e-03,5.746758270263671875e+01
7.615300178527832031e+00,5.772426223754882812e+01,4.917736630886793137e-03,5.772426223754882812e+01
7.969499588012695312e+00,5.816001510620117188e+01,4.743565805256366730e-03,5.816001510620117188e+01
8.323699951171875000e+00,5.827255249023437500e+01,4.633386153727769852e-03,5.827255249023437500e+01
8.677900314331054688e+00,5.845801162719726562e+01,4.558739252388477325e-03,5.845801162719726562e+01
9.032099723815917969e+00,5.817876434326171875e+01,4.391161724925041199e-03,5.817876434326171875e+01
9.386300086975097656e+00,5.819126129150390625e+01,4.446530714631080627e-03,5.819126129150390625e+01
9.740499496459960938e+00,5.835881042480468750e+01,4.233071580529212952e-03,5.835881042480468750e+01
1.009469985961914062e+01,5.819667434692382812e+01,4.119951277971267700e-03,5.819667434692382812e+01
1.044890022277832031e+01,5.759040069580078125e+01,3.989896737039089203e-03,5.759040069580078125e+01
