R_kpc,V_baryon,V_kernel,V_total
1.160499975085258484e-01,6.342312335968017578e+00,1.719755254126006250e+01,1.832977739647357396e+01
3.481499850749969482e-01,1.098520755767822266e+01,2.978703493662817792e+01,3.174810596106835803e+01
5.802499651908874512e-01,1.418184185028076172e+01,3.845489449344872668e+01,4.098662640778496069e+01
8.123499751091003418e-01,1.678018188476562500e+01,4.550044722272498632e+01,4.849603273337093157e+01
1.044449925422668457e+00,1.926248168945312500e+01,4.972943424510955879e+01,5.332972757505236672e+01
1.276549935340881348e+00,2.154666137695312500e+01,5.265645705680348243e+01,5.689429739202357439e+01
1.508649945259094238e+00,2.368753051757812500e+01,5.433352120567077037e+01,5.927251173774251924e+01
1.740749955177307129e+00,2.523994064331054688e+01,5.475632755201884549e+01,6.029353226879995731e+01
1.972850084304809570e+00,2.664678192138671875e+01,5.349564804460709411e+01,5.976483350656926063e+01
2.204949855804443359e+00,2.792862892150878906e+01,4.956874039677664001e+01,5.689523991780231427e+01
2.437049865722656250e+00,2.847591018676757812e+01,4.534962087215377835e+01,5.354872131670686031e+01
2.669149875640869141e+00,2.942599105834960938e+01,4.557394846905183527e+01,5.424826039709083147e+01
2.901249885559082031e+00,3.027211380004882812e+01,4.526796692310590942e+01,5.445722824619024749e+01
3.133349895477294922e+00,3.092816925048828125e+01,4.638657228581556069e+01,5.575182260849756233e+01
3.365449905395507812e+00,3.147236442565917969e+01,4.736247159509945703e+01,5.686574909544800960e+01
3.597549915313720703e+00,3.190377998352050781e+01,4.819814657795348722e+01,5.780062741734688103e+01
3.829649925231933594e+00,3.192258644104003906e+01,4.143216215006723502e+01,5.230368604698276158e+01
4.061749935150146484e+00,3.204160690307617188e+01,4.023454929364810084e+01,5.143426394578082039e+01
4.293849945068359375e+00,3.201401519775390625e+01,3.830452452140016106e+01,4.992127618167850045e+01
4.525949478149414062e+00,3.193444824218750000e+01,3.997773240677435780e+01,5.116666931068108681e+01
4.758049964904785156e+00,3.203736114501953125e+01,3.562690042023859149e+01,4.791313483386663563e+01
4.990149497985839844e+00,3.206431579589843750e+01,3.493426364795993067e+01,4.741859485426893173e+01
5.222249984741210938e+00,3.205760955810546875e+01,3.394470538857238751e+01,4.668975617342805151e+01
5.454349517822265625e+00,3.148712730407714844e+01,4.221527258887864775e+01,5.266467932815791642e+01
5.686450004577636719e+00,3.137809181213378906e+01,3.103841404385072877e+01,4.413578822360861409e+01
5.918549537658691406e+00,3.140376281738281250e+01,3.036804800338401122e+01,4.368540521270617205e+01
6.150650024414062500e+00,3.135521316528320312e+01,2.943987400552397204e+01,4.300994763451387826e+01
6.382749557495117188e+00,3.076864242553710938e+01,2.768201465536147765e+01,4.138844386982416523e+01
6.614850044250488281e+00,3.054953193664550781e+01,3.085732898708904770e+01,4.342175351132996042e+01
6.846949577331542969e+00,3.108086776733398438e+01,3.139401662739147270e+01,4.417696916616127112e+01
